elapsed_days,departure_time_unix,arrival_time_unix,duration_in_seconds,total_distance,duration_hours,duration_minutes,departure_year,departure_month,departure_day,departure_hour,departure_minute,departure_second,departure_timezone,arrival_year,arrival_month,arrival_day,arrival_hour,arrival_minute,arrival_second,arrival_timezone,flight_id
0,1650187800,1650194280,6480,541,2,6,2022,4,17,5,30,0,4.0,2022,4,17,7,18,0,4.0,0
0,1650201300,1650210180,8880,876,3,12,2022,4,17,7,15,0,6.0,2022,4,17,10,43,0,5.0,1
0,1650234540,1650246360,11820,1104,3,17,2022,4,17,18,29,0,4.0,2022,4,17,21,46,0,4.0,2
1,1650258000,1650273420,15420,1985,5,31,2022,4,17,22,0,0,7.0,2022,4,18,5,17,0,4.0,3
0,1650301140,1650308640,7500,762,2,5,2022,4,18,12,59,0,4.0,2022,4,18,15,4,0,4.0,4
0,1650329640,1650337260,7620,762,2,57,2022,4,18,20,54,0,4.0,2022,4,18,23,1,0,4.0,5
0,1650298740,1650312900,14160,1534,4,42,2022,4,18,11,19,0,5.0,2022,4,18,13,15,0,7.0,6
0,1650385740,1650389640,3900,215,1,48,2022,4,19,12,29,0,4.0,2022,4,19,12,34,0,5.0,7
0,1650390060,1650400980,10920,995,3,2,2022,4,19,13,41,0,4.0,2022,4,19,15,43,0,5.0,8
0,1650378600,1650388320,9720,720,3,59,2022,4,19,10,30,0,4.0,2022,4,19,12,12,0,5.0,9
0,1650400800,1650417240,16440,1847,6,44,2022,4,19,15,40,0,5.0,2022,4,19,18,14,0,7.0,10
0,1650478800,1650487860,9060,725,3,52,2022,4,20,14,20,0,4.0,2022,4,20,15,51,0,5.0,11
0,1650499380,1650511680,12300,1380,5,15,2022,4,20,19,3,0,5.0,2022,4,20,23,28,0,4.0,12
0,1650504120,1650520500,16380,1745,5,54,2022,4,20,20,22,0,5.0,2022,4,20,22,55,0,7.0,13
0,1650468000,1650476400,8400,592,3,19,2022,4,20,11,20,0,4.0,2022,4,20,12,40,0,5.0,14
0,1650453000,1650460980,7980,545,3,10,2022,4,20,7,10,0,4.0,2022,4,20,9,23,0,4.0,15
0,1650471300,1650477960,6660,594,2,42,2022,4,20,11,15,0,5.0,2022,4,20,14,6,0,4.0,16
0,1650590400,1650603180,12780,1115,4,26,2022,4,21,21,20,0,4.0,2022,4,21,23,53,0,5.0,17
0,1650585600,1650594840,9240,762,2,34,2022,4,21,20,0,0,4.0,2022,4,21,22,34,0,4.0,18
0,1650539700,1650552240,12540,1192,4,14,2022,4,21,7,15,0,4.0,2022,4,21,9,44,0,5.0,19
0,1650582900,1650602040,19140,2135,6,19,2022,4,21,19,15,0,4.0,2022,4,21,21,34,0,7.0,20
0,1650570120,1650577800,7680,667,2,32,2022,4,21,15,42,0,4.0,2022,4,21,17,50,0,4.0,21
0,1650621900,1650630360,8460,799,3,41,2022,4,22,5,5,0,5.0,2022,4,22,7,26,0,5.0,22
0,1650639300,1650646500,7200,672,3,8,2022,4,22,9,55,0,5.0,2022,4,22,12,55,0,4.0,23
0,1650643200,1650650640,7440,545,2,22,2022,4,22,12,0,0,4.0,2022,4,22,14,4,0,4.0,24
0,1650652800,1650660060,7260,652,2,18,2022,4,22,14,40,0,4.0,2022,4,22,16,41,0,4.0,25
0,1650671880,1650693720,21840,2426,9,8,2022,4,22,19,58,0,4.0,2022,4,22,23,2,0,7.0,26
0,1650656520,1650664200,7680,667,4,4,2022,4,22,15,42,0,4.0,2022,4,22,17,50,0,4.0,27
0,1650708300,1650728100,19800,2100,6,54,2022,4,23,6,5,0,4.0,2022,4,23,9,35,0,6.0,28
0,1650734100,1650742080,7980,827,2,28,2022,4,23,11,15,0,6.0,2022,4,23,12,28,0,7.0,29
0,1650763200,1650772140,8940,799,2,29,2022,4,23,20,20,0,5.0,2022,4,23,22,49,0,5.0,30
0,1650799200,1650806400,7200,600,2,0,2022,4,24,7,20,0,4.0,2022,4,24,8,20,0,5.0,31
0,1650794700,1650803160,8460,799,3,0,2022,4,24,5,5,0,5.0,2022,4,24,7,26,0,5.0,32
0,1650807600,1650814920,7320,672,2,36,2022,4,24,8,40,0,5.0,2022,4,24,11,42,0,4.0,33
1,1650850500,1650860100,9600,995,3,3,2022,4,24,20,35,0,5.0,2022,4,25,0,15,0,4.0,34
1,1650837060,1650847500,10440,1215,3,20,2022,4,24,14,51,0,7.0,2022,4,24,19,45,0,5.0,35
0,1650852960,1650857760,4800,185,2,32,2022,4,24,22,16,0,4.0,2022,4,24,23,36,0,4.0,36
0,1650832920,1650841140,8220,720,4,21,2022,4,24,15,42,0,5.0,2022,4,24,18,59,0,4.0,37
0,1650885480,1650892980,7500,667,2,5,2022,4,25,7,18,0,4.0,2022,4,25,9,23,0,4.0,38
0,1650897900,1650903660,5760,380,2,6,2022,4,25,8,45,0,6.0,2022,4,25,10,21,0,6.0,39
0,1650890220,1650896160,5940,406,5,25,2022,4,25,8,37,0,4.0,2022,4,25,10,16,0,4.0,40
0,1650986400,1650994800,8400,592,3,19,2022,4,26,11,20,0,4.0,2022,4,26,12,40,0,5.0,41
0,1651005000,1651020720,15720,1745,6,12,2022,4,26,15,30,0,5.0,2022,4,26,17,52,0,7.0,42
0,1650981600,1650988020,6420,485,2,36,2022,4,26,10,0,0,4.0,2022,4,26,11,47,0,4.0,43
0,1650995100,1651003980,8880,762,3,36,2022,4,26,13,45,0,4.0,2022,4,26,16,13,0,4.0,44
0,1651007040,1651012140,5100,257,2,17,2022,4,26,17,4,0,4.0,2022,4,26,18,29,0,4.0,45
0,1650986640,1650993600,6960,592,1,56,2022,4,26,10,24,0,5.0,2022,4,26,13,20,0,4.0,46
0,1650976200,1650991380,15180,1847,4,55,2022,4,26,5,30,0,7.0,2022,4,26,11,43,0,5.0,47
0,1650995280,1651003200,7920,720,2,34,2022,4,26,12,48,0,5.0,2022,4,26,16,0,0,4.0,48
0,1650292260,1650298440,6180,545,1,43,2022,4,18,10,31,0,4.0,2022,4,18,12,14,0,4.0,49
1,1650346500,1650360840,14340,1919,5,3,2022,4,18,22,35,0,7.0,2022,4,19,5,34,0,4.0,50
1,1650366900,1650375120,8220,762,2,53,2022,4,19,7,15,0,4.0,2022,4,19,9,32,0,4.0,51
1,1650334200,1650341940,7740,672,2,46,2022,4,18,21,10,0,5.0,2022,4,19,0,19,0,4.0,52
0,1650417720,1650434100,16380,1745,5,32,2022,4,19,20,22,0,5.0,2022,4,19,22,55,0,7.0,53
0,1650393900,1650401220,7320,667,2,37,2022,4,19,14,45,0,4.0,2022,4,19,16,47,0,4.0,54
0,1650371100,1650380460,9360,762,3,42,2022,4,19,8,25,0,4.0,2022,4,19,11,1,0,4.0,55
0,1650481080,1650500280,19200,2121,5,20,2022,4,20,14,58,0,4.0,2022,4,20,17,18,0,7.0,56
0,1650506340,1650517980,11640,1142,3,14,2022,4,20,21,59,0,4.0,2022,4,20,23,13,0,6.0,57
0,1650498600,1650507420,8820,903,3,56,2022,4,20,17,50,0,6.0,2022,4,20,21,17,0,5.0,58
0,1650477420,1650487260,9840,954,4,23,2022,4,20,10,57,0,7.0,2022,4,20,14,41,0,6.0,59
0,1650542580,1650547260,4680,327,1,37,2022,4,21,8,3,0,4.0,2022,4,21,9,21,0,4.0,60
0,1650549600,1650554280,4680,221,1,37,2022,4,21,10,0,0,4.0,2022,4,21,11,18,0,4.0,61
0,1650563100,1650575460,12360,1115,4,52,2022,4,21,13,45,0,4.0,2022,4,21,16,11,0,5.0,62
0,1650585780,1650598080,12300,1380,4,50,2022,4,21,19,3,0,5.0,2022,4,21,23,28,0,4.0,63
0,1650632400,1650645360,12960,1260,3,36,2022,4,22,9,0,0,4.0,2022,4,22,12,36,0,4.0,64
1,1650681600,1650688320,6720,596,2,9,2022,4,22,22,40,0,4.0,2022,4,23,0,32,0,4.0,65
1,1650671700,1650679380,7680,725,2,27,2022,4,22,18,55,0,5.0,2022,4,22,22,3,0,4.0,66
0,1650625380,1650647280,21900,2458,6,5,2022,4,22,7,3,0,4.0,2022,4,22,10,8,0,7.0,67
1,1650646800,1650656640,9840,720,6,40,2022,4,22,13,0,0,4.0,2022,4,22,14,44,0,5.0,68
1,1650681960,1650689700,7740,672,5,14,2022,4,22,21,46,0,5.0,2022,4,23,0,55,0,4.0,69
0,1650676800,1650689580,12780,1115,4,2,2022,4,22,21,20,0,4.0,2022,4,22,23,53,0,5.0,70
0,1650663180,1650673620,10440,1016,3,17,2022,4,22,17,33,0,4.0,2022,4,22,20,27,0,4.0,71
0,1650744000,1650752040,8040,720,3,45,2022,4,23,15,0,0,5.0,2022,4,23,18,14,0,4.0,72
1,1650783540,1650798180,14640,1745,5,7,2022,4,23,23,59,0,7.0,2022,4,24,6,3,0,5.0,73
0,1650735960,1650741240,5280,327,2,49,2022,4,23,13,46,0,4.0,2022,4,23,15,14,0,4.0,74
0,1650813840,1650822300,8460,799,2,21,2022,4,24,10,24,0,5.0,2022,4,24,12,45,0,5.0,75
0,1650914820,1650923700,8880,762,2,54,2022,4,25,15,27,0,4.0,2022,4,25,17,55,0,4.0,76
0,1650906000,1650915720,9720,1142,4,19,2022,4,25,11,0,0,6.0,2022,4,25,15,42,0,4.0,77
0,1651005600,1651012440,6840,505,1,54,2022,4,26,16,40,0,4.0,2022,4,26,18,34,0,4.0,78
0,1650967200,1650976080,8880,762,4,36,2022,4,26,6,0,0,4.0,2022,4,26,8,28,0,4.0,79
0,1650993720,1651005780,12060,1238,3,41,2022,4,26,12,22,0,5.0,2022,4,26,13,43,0,7.0,80
0,1650976200,1650991020,14820,1380,4,31,2022,4,26,8,30,0,4.0,2022,4,26,11,37,0,5.0,81
0,1651098540,1651113120,14580,1380,4,3,2022,4,27,18,29,0,4.0,2022,4,27,21,32,0,5.0,82
1,1651138680,1651147320,8640,728,5,13,2022,4,28,5,38,0,4.0,2022,4,28,8,2,0,4.0,83
1,1651109700,1651118340,8640,862,5,13,2022,4,27,20,35,0,5.0,2022,4,27,23,59,0,4.0,84
0,1651062600,1651069680,7080,652,2,22,2022,4,27,5,30,0,7.0,2022,4,27,7,28,0,7.0,85
1,1651200000,1651218000,18000,1943,6,42,2022,4,28,22,40,0,4.0,2022,4,29,0,40,0,7.0,86
1,1651183980,1651191360,7380,596,2,44,2022,4,28,18,13,0,4.0,2022,4,28,20,16,0,4.0,87
0,1651193400,1651200300,6900,600,2,15,2022,4,28,20,50,0,4.0,2022,4,28,21,45,0,5.0,88
0,1651183020,1651190820,7800,667,2,32,2022,4,28,17,57,0,4.0,2022,4,28,20,7,0,4.0,89
0,1651250340,1651255320,4980,185,2,33,2022,4,29,12,39,0,4.0,2022,4,29,14,2,0,4.0,90
0,1651247100,1651256040,8940,720,3,34,2022,4,29,11,45,0,4.0,2022,4,29,13,14,0,5.0,91
0,1651269900,1651274520,4620,327,2,56,2022,4,29,18,5,0,4.0,2022,4,29,19,22,0,4.0,92
0,1651246500,1651254120,7620,545,4,50,2022,4,29,11,35,0,4.0,2022,4,29,13,42,0,4.0,93
0,1651234500,1651242600,8100,862,4,19,2022,4,29,7,15,0,5.0,2022,4,29,10,30,0,4.0,94
1,1651350900,1651358100,7200,650,3,17,2022,4,30,14,35,0,6.0,2022,4,30,17,35,0,5.0,95
1,1651368900,1651378500,9600,995,4,22,2022,4,30,20,35,0,5.0,2022,5,1,0,15,0,4.0,96
0,1651320000,1651328580,8580,762,2,53,2022,4,30,8,0,0,4.0,2022,4,30,10,23,0,4.0,97
0,1651331880,1651338540,6660,596,2,15,2022,4,30,11,18,0,4.0,2022,4,30,13,9,0,4.0,98
0,1651326900,1651332540,5640,339,1,34,2022,4,30,6,55,0,7.0,2022,4,30,8,29,0,7.0,99
0,1651345200,1651352280,7080,592,3,48,2022,4,30,14,0,0,5.0,2022,4,30,16,58,0,4.0,100
0,1651364820,1651371180,6360,545,3,24,2022,4,30,20,27,0,4.0,2022,4,30,22,13,0,4.0,101
0,1651436280,1651440360,4080,228,1,23,2022,5,1,16,18,0,4.0,2022,5,1,17,26,0,4.0,102
0,1651442820,1651449600,6780,545,2,18,2022,5,1,18,7,0,4.0,2022,5,1,20,0,0,4.0,103
1,1651470720,1651484580,13860,1763,6,17,2022,5,1,23,52,0,6.0,2022,5,2,5,43,0,4.0,104
0,1651415460,1651421640,6180,545,3,8,2022,5,1,10,31,0,4.0,2022,5,1,12,14,0,4.0,105
0,1651401000,1651406100,5100,327,2,35,2022,5,1,6,30,0,4.0,2022,5,1,7,55,0,4.0,106
0,1651442220,1651450020,7800,667,3,0,2022,5,1,17,57,0,4.0,2022,5,1,20,7,0,4.0,107
0,1651504500,1651513740,9240,930,2,34,2022,5,2,10,15,0,5.0,2022,5,2,13,49,0,4.0,108
0,1651543680,1651550100,6420,485,5,29,2022,5,2,22,8,0,4.0,2022,5,2,23,55,0,4.0,109
0,1651485600,1651493400,7800,545,2,10,2022,5,2,6,0,0,4.0,2022,5,2,8,10,0,4.0,110
1,1651542540,1651557600,15060,1847,4,11,2022,5,2,18,49,0,7.0,2022,5,3,1,0,0,5.0,111
0,1651598820,1651606680,7860,728,2,11,2022,5,3,13,27,0,4.0,2022,5,3,15,38,0,4.0,112
0,1651598280,1651606260,7980,827,2,37,2022,5,3,11,18,0,6.0,2022,5,3,12,31,0,7.0,113
1,1651661580,1651669440,7860,811,2,30,2022,5,4,5,53,0,5.0,2022,5,4,9,4,0,4.0,114
1,1651729200,1651745400,16200,2072,6,40,2022,5,4,22,40,0,7.0,2022,5,5,6,10,0,4.0,115
1,1651710960,1651717980,7020,590,2,53,2022,5,4,18,36,0,6.0,2022,5,4,19,33,0,7.0,116
0,1651716120,1651727700,11580,1215,4,20,2022,5,4,21,2,0,5.0,2022,5,4,22,15,0,7.0,117
0,1651692660,1651707060,14400,1380,5,23,2022,5,4,15,31,0,4.0,2022,5,4,18,31,0,5.0,118
1,1651745100,1651753200,8100,762,4,8,2022,5,5,6,5,0,4.0,2022,5,5,8,20,0,4.0,119
1,1651710600,1651725660,15060,1943,7,41,2022,5,4,17,30,0,7.0,2022,5,5,0,41,0,4.0,120
1,1651750560,1651757940,7380,667,5,31,2022,5,5,7,36,0,4.0,2022,5,5,9,39,0,4.0,121
1,1651716000,1651724160,8160,596,6,7,2022,5,4,22,0,0,4.0,2022,5,5,0,16,0,4.0,122
0,1651747500,1651757640,10140,992,4,20,2022,5,5,5,45,0,5.0,2022,5,5,7,34,0,6.0,123
0,1651798320,1651809600,11280,1215,4,0,2022,5,5,19,52,0,5.0,2022,5,5,21,0,0,7.0,124
0,1651779960,1651791840,11880,1177,4,13,2022,5,5,15,46,0,4.0,2022,5,5,18,4,0,5.0,125
0,1651763340,1651768200,4860,329,2,2,2022,5,5,10,9,0,5.0,2022,5,5,12,30,0,4.0,126
1,1651811700,1651830180,18480,2372,6,27,2022,5,5,21,35,0,7.0,2022,5,6,5,43,0,4.0,127
0,1651882200,1651889340,7140,652,1,59,2022,5,6,20,10,0,4.0,2022,5,6,22,9,0,4.0,128
0,1651839000,1651855200,16200,1745,5,0,2022,5,6,7,10,0,5.0,2022,5,6,9,40,0,7.0,129
0,1651867200,1651880520,13320,1556,4,15,2022,5,6,15,0,0,5.0,2022,5,6,19,42,0,4.0,130
0,1651868520,1651881000,12480,1192,5,6,2022,5,6,16,22,0,4.0,2022,5,6,18,50,0,5.0,131
0,1651961700,1651972440,10740,862,3,36,2022,5,7,18,15,0,4.0,2022,5,7,20,14,0,5.0,132
0,1651964400,1651970280,5880,327,2,36,2022,5,7,19,0,0,4.0,2022,5,7,20,38,0,4.0,133
0,1651950960,1651958460,7500,672,4,14,2022,5,7,14,16,0,5.0,2022,5,7,17,21,0,4.0,134
0,1651923000,1651932900,9900,720,5,36,2022,5,7,7,30,0,4.0,2022,5,7,9,15,0,5.0,135
0,1652025240,1652032680,7440,650,2,53,2022,5,8,10,54,0,5.0,2022,5,8,11,58,0,6.0,136
0,1652000400,1652016000,15600,1556,6,4,2022,5,8,5,0,0,4.0,2022,5,8,8,20,0,5.0,137
0,1652046900,1652068020,21120,2426,5,52,2022,5,8,17,55,0,4.0,2022,5,8,20,47,0,7.0,138
0,1652066160,1652073960,7800,652,2,35,2022,5,8,20,16,0,7.0,2022,5,8,22,26,0,7.0,139
0,1652048400,1652062020,13620,1440,4,30,2022,5,8,17,20,0,5.0,2022,5,8,19,7,0,7.0,140
0,1652100180,1652112240,12060,1207,7,34,2022,5,9,8,43,0,4.0,2022,5,9,10,4,0,6.0,141
0,1652139900,1652149800,9900,954,6,12,2022,5,9,17,45,0,6.0,2022,5,9,19,30,0,7.0,142
0,1652124360,1652132940,8580,876,3,21,2022,5,9,13,26,0,6.0,2022,5,9,16,49,0,5.0,143
0,1652140140,1652149020,8880,958,3,29,2022,5,9,18,49,0,5.0,2022,5,9,22,17,0,4.0,144
0,1652140140,1652149020,8880,958,5,50,2022,5,9,18,49,0,5.0,2022,5,9,22,17,0,4.0,145
0,1652101560,1652112720,11160,1383,7,20,2022,5,9,6,6,0,7.0,2022,5,9,11,12,0,5.0,146
1,1652163180,1652181900,18720,2426,6,1,2022,5,9,23,13,0,7.0,2022,5,10,7,25,0,4.0,147
0,1652220300,1652225040,4740,327,1,45,2022,5,10,18,5,0,4.0,2022,5,10,19,24,0,4.0,148
0,1652207280,1652215800,8520,728,3,10,2022,5,10,14,28,0,4.0,2022,5,10,16,50,0,4.0,149
0,1652211720,1652216220,4500,233,2,5,2022,5,10,14,42,0,5.0,2022,5,10,15,57,0,5.0,150
1,1652233500,1652243820,10320,1238,6,7,2022,5,10,18,45,0,7.0,2022,5,10,23,37,0,5.0,151
1,1652266200,1652275560,9360,995,5,33,2022,5,11,5,50,0,5.0,2022,5,11,9,26,0,4.0,152
0,1652230800,1652242380,11580,1115,3,13,2022,5,10,21,0,0,4.0,2022,5,10,23,13,0,5.0,153
0,1652299500,1652307720,8220,762,2,17,2022,5,11,16,5,0,4.0,2022,5,11,18,22,0,4.0,154
0,1652274420,1652292420,18000,2072,6,7,2022,5,11,9,7,0,4.0,2022,5,11,11,7,0,7.0,155
0,1652303400,1652313540,10140,923,3,43,2022,5,11,17,10,0,4.0,2022,5,11,18,59,0,5.0,156
0,1652391300,1652403840,12540,1303,3,52,2022,5,12,17,35,0,4.0,2022,5,12,20,4,0,5.0,157
0,1652406600,1652418600,12000,1236,3,42,2022,5,12,20,50,0,5.0,2022,5,12,22,10,0,7.0,158
0,1652354940,1652369340,14400,1380,4,0,2022,5,12,7,29,0,4.0,2022,5,12,10,29,0,5.0,159
0,1652360400,1652368140,7740,720,4,13,2022,5,12,8,0,0,5.0,2022,5,12,11,9,0,4.0,160
0,1652471100,1652483040,11940,1207,3,19,2022,5,13,15,45,0,4.0,2022,5,13,17,4,0,6.0,161
0,1652467500,1652481900,14400,1621,4,44,2022,5,13,12,45,0,6.0,2022,5,13,18,45,0,4.0,162
0,1652482980,1652489040,6060,505,3,18,2022,5,13,19,3,0,4.0,2022,5,13,20,44,0,4.0,163
0,1652464020,1652470680,6660,545,3,38,2022,5,13,13,47,0,4.0,2022,5,13,15,38,0,4.0,164
0,1652446380,1652456100,9720,1009,3,16,2022,5,13,7,53,0,5.0,2022,5,13,11,35,0,4.0,165
0,1652428740,1652441580,12840,1534,4,19,2022,5,13,0,59,0,7.0,2022,5,13,6,33,0,5.0,166
0,1652471400,1652484840,13440,1621,5,53,2022,5,13,13,50,0,6.0,2022,5,13,19,34,0,4.0,167
0,1652448840,1652458200,9360,954,4,6,2022,5,13,6,34,0,7.0,2022,5,13,10,10,0,6.0,168
0,1652569140,1652576460,7320,667,3,59,2022,5,14,18,59,0,4.0,2022,5,14,21,1,0,4.0,169
0,1652545020,1652552940,7920,762,5,20,2022,5,14,12,17,0,4.0,2022,5,14,14,29,0,4.0,170
0,1652571600,1652579280,7680,693,4,43,2022,5,14,18,40,0,5.0,2022,5,14,19,48,0,6.0,171
0,1652619900,1652626560,6660,596,1,51,2022,5,15,9,5,0,4.0,2022,5,15,10,56,0,4.0,172
0,1652635800,1652641320,5520,380,1,50,2022,5,15,11,30,0,6.0,2022,5,15,13,2,0,6.0,173
0,1652608500,1652623140,14640,1380,5,11,2022,5,15,5,55,0,4.0,2022,5,15,8,59,0,5.0,174
0,1652631060,1652644920,13860,1468,4,55,2022,5,15,11,11,0,5.0,2022,5,15,13,2,0,7.0,175
0,1652612400,1652633820,21420,2372,8,59,2022,5,15,7,0,0,4.0,2022,5,15,9,57,0,7.0,176
0,1652718600,1652724480,5880,406,2,40,2022,5,16,12,30,0,4.0,2022,5,16,14,8,0,4.0,177
1,1652751000,1652773620,22620,2458,6,17,2022,5,16,21,30,0,4.0,2022,5,17,0,47,0,7.0,178
0,1652708100,1652715420,7320,672,2,2,2022,5,16,8,35,0,5.0,2022,5,16,11,37,0,4.0,179
0,1652801820,1652816040,14220,1621,8,48,2022,5,17,9,37,0,6.0,2022,5,17,15,34,0,4.0,180
0,1652802900,1652811300,8400,848,4,28,2022,5,17,8,55,0,7.0,2022,5,17,12,15,0,6.0,181
0,1652816100,1652820540,4440,199,1,26,2022,5,17,15,35,0,4.0,2022,5,17,16,49,0,4.0,182
0,1652822400,1652828940,6540,464,2,7,2022,5,17,17,20,0,4.0,2022,5,17,19,9,0,4.0,183
0,1652872800,1652880900,8100,725,3,4,2022,5,18,7,20,0,4.0,2022,5,18,8,35,0,5.0,184
0,1652855700,1652866020,10320,1207,3,55,2022,5,18,0,35,0,6.0,2022,5,18,5,27,0,4.0,185
1,1652943000,1652953980,10980,1360,3,35,2022,5,18,23,50,0,7.0,2022,5,19,4,53,0,5.0,186
0,1652985660,1652994600,8940,881,4,17,2022,5,19,13,41,0,5.0,2022,5,19,17,10,0,4.0,187
0,1652968260,1652974560,6300,549,3,1,2022,5,19,8,51,0,5.0,2022,5,19,10,36,0,5.0,188
0,1652986260,1652993700,7440,545,2,4,2022,5,19,14,51,0,4.0,2022,5,19,16,55,0,4.0,189
0,1652965200,1652976900,11700,1104,3,15,2022,5,19,9,0,0,4.0,2022,5,19,12,15,0,4.0,190
0,1653001200,1653009540,8340,720,2,19,2022,5,19,18,0,0,5.0,2022,5,19,21,19,0,4.0,191
0,1653074160,1653082500,8340,762,2,19,2022,5,20,15,16,0,4.0,2022,5,20,17,35,0,4.0,192
0,1653061620,1653070440,8820,903,2,27,2022,5,20,9,47,0,6.0,2022,5,20,13,14,0,5.0,193
0,1653078600,1653091320,12720,1300,8,50,2022,5,20,16,30,0,4.0,2022,5,20,18,2,0,6.0,194
0,1653047460,1653063480,16020,1621,4,27,2022,5,20,7,51,0,4.0,2022,5,20,10,18,0,6.0,195
0,1653144480,1653148980,4500,233,1,42,2022,5,21,9,48,0,5.0,2022,5,21,11,3,0,5.0,196
0,1653154140,1653163080,8940,762,2,29,2022,5,21,13,29,0,4.0,2022,5,21,15,58,0,4.0,197
0,1653183300,1653190980,7680,720,2,8,2022,5,21,20,35,0,5.0,2022,5,21,23,43,0,4.0,198
0,1653257820,1653268140,10320,1177,3,33,2022,5,22,17,17,0,5.0,2022,5,22,21,9,0,4.0,199
0,1653272100,1653278340,6240,541,2,8,2022,5,22,22,15,0,4.0,2022,5,22,23,59,0,4.0,200
0,1653268740,1653278700,9960,954,4,26,2022,5,22,19,19,0,6.0,2022,5,22,21,5,0,7.0,201
0,1653236100,1653252660,16560,1621,7,23,2022,5,22,12,15,0,4.0,2022,5,22,14,51,0,6.0,202
0,1653237180,1653243660,6480,485,2,26,2022,5,22,12,33,0,4.0,2022,5,22,14,21,0,4.0,203
0,1653296400,1653312000,15600,1556,5,58,2022,5,23,5,0,0,4.0,2022,5,23,8,20,0,5.0,204
0,1653322500,1653334740,12240,1238,4,40,2022,5,23,11,15,0,5.0,2022,5,23,12,39,0,7.0,205
0,1653300900,1653305220,4320,233,1,37,2022,5,23,5,15,0,5.0,2022,5,23,6,27,0,5.0,206
0,1653310440,1653321000,10560,1203,3,57,2022,5,23,7,54,0,5.0,2022,5,23,11,50,0,4.0,207
0,1653318060,1653323100,5040,327,2,59,2022,5,23,11,1,0,4.0,2022,5,23,12,25,0,4.0,208
0,1653337500,1653345180,7680,592,4,32,2022,5,23,16,25,0,4.0,2022,5,23,17,33,0,5.0,209
0,1653341100,1653345420,4320,233,2,57,2022,5,23,16,25,0,5.0,2022,5,23,17,37,0,5.0,210
0,1653300000,1653314100,14100,1419,9,39,2022,5,23,6,0,0,4.0,2022,5,23,8,55,0,5.0,211
1,1653356700,1653366420,9720,970,7,17,2022,5,23,20,45,0,5.0,2022,5,23,23,27,0,5.0,212
0,1653423240,1653427860,4620,228,1,56,2022,5,24,16,14,0,4.0,2022,5,24,17,31,0,4.0,213
0,1653433380,1653439440,6060,505,2,33,2022,5,24,19,3,0,4.0,2022,5,24,20,44,0,4.0,214
0,1653425400,1653445380,19980,2292,7,37,2022,5,24,16,50,0,4.0,2022,5,24,19,23,0,7.0,215
0,1653408000,1653415200,7200,545,2,45,2022,5,24,12,0,0,4.0,2022,5,24,14,0,0,4.0,216
0,1653445200,1653454800,9600,954,2,59,2022,5,24,20,20,0,6.0,2022,5,24,22,0,0,7.0,217
0,1653425700,1653442080,16380,1621,5,5,2022,5,24,16,55,0,4.0,2022,5,24,19,28,0,6.0,218
1,1653543300,1653548820,5520,339,1,40,2022,5,25,22,35,0,7.0,2022,5,26,0,7,0,7.0,219
1,1653521280,1653540900,19620,2135,5,58,2022,5,25,19,28,0,4.0,2022,5,25,21,55,0,7.0,220
1,1653544740,1653561000,16260,1970,5,51,2022,5,25,23,59,0,6.0,2022,5,26,6,30,0,4.0,221
1,1653532500,1653538200,5700,380,2,3,2022,5,25,20,35,0,6.0,2022,5,25,22,10,0,6.0,222
1,1653532860,1653550560,17700,1943,5,23,2022,5,25,22,41,0,4.0,2022,5,26,0,36,0,7.0,223
1,1653521520,1653530340,8820,762,2,40,2022,5,25,19,32,0,4.0,2022,5,25,21,59,0,4.0,224
1,1653492600,1653503040,10440,1215,6,38,2022,5,25,8,30,0,7.0,2022,5,25,13,24,0,5.0,225
1,1653529800,1653540060,10260,1115,6,32,2022,5,25,20,50,0,5.0,2022,5,26,0,41,0,4.0,226
1,1653545400,1653561000,15600,1985,8,43,2022,5,25,23,10,0,7.0,2022,5,26,6,30,0,4.0,227
0,1653495900,1653511440,15540,1927,4,52,2022,5,25,9,25,0,7.0,2022,5,25,16,44,0,4.0,228
0,1653484800,1653492840,8040,679,2,31,2022,5,25,6,20,0,7.0,2022,5,25,8,34,0,7.0,229
0,1653580200,1653586380,6180,485,1,43,2022,5,26,11,50,0,4.0,2022,5,26,13,33,0,4.0,230
1,1653623700,1653637500,13800,1534,6,34,2022,5,26,22,55,0,5.0,2022,5,27,0,45,0,7.0,231
1,1653590220,1653604020,13800,1503,6,34,2022,5,26,14,37,0,4.0,2022,5,26,17,27,0,5.0,232
0,1653593880,1653600840,6960,652,2,29,2022,5,26,12,38,0,7.0,2022,5,26,14,34,0,7.0,233
0,1653606480,1653619260,12780,1584,4,33,2022,5,26,16,8,0,7.0,2022,5,26,22,41,0,4.0,234
0,1653649200,1653654240,5040,185,2,6,2022,5,27,7,0,0,4.0,2022,5,27,8,24,0,4.0,235
0,1653662520,1653673920,11400,1104,4,45,2022,5,27,10,42,0,4.0,2022,5,27,13,52,0,4.0,236
0,1653650940,1653662760,11820,1115,3,58,2022,5,27,7,29,0,4.0,2022,5,27,9,46,0,5.0,237
0,1653666840,1653674280,7440,650,2,30,2022,5,27,10,54,0,5.0,2022,5,27,11,58,0,6.0,238
0,1653670620,1653675120,4500,347,1,31,2022,5,27,9,57,0,7.0,2022,5,27,11,12,0,7.0,239
0,1653784980,1653796740,11760,1104,5,49,2022,5,28,20,43,0,4.0,2022,5,28,23,59,0,4.0,240
