Name,City,Country,IATA,ICAO,Latitude,Longitude,Altitude,Timezone,DST,Tz database time zone,Type,airport_id
Gütersloh Air Base,Guetersloh,Germany,GUT,ETUO,51.922798,8.30633,236,1.0,E,Europe/Berlin,airport,772
Alexander Bay Airport,Alexander Bay,South Africa,ALJ,FAAB,-28.575001,16.5333,98,2.0,U,Africa/Johannesburg,airport,773
Aggeneys Airport,Aggeneys,South Africa,AGZ,FAAG,-29.28179931640625,18.813899993896484,2648,2.0,U,Africa/Johannesburg,airport,774
Brakpan Airport,Brakpan,South Africa,\N,FABB,-26.23859977722168,28.30179977416992,5300,2.0,U,Africa/Johannesburg,airport,775
Bisho Airport,Bisho,South Africa,BIY,FABE,-32.897098541300004,27.2791004181,1950,2.0,U,Africa/Johannesburg,airport,776
Bram Fischer International Airport,Bloemfontein,South Africa,BFN,FABL,-29.0926990509,26.302400589,4458,2.0,U,Africa/Johannesburg,airport,777
Bethlehem Airport,Bethlehem,South Africa,\N,FABM,-28.2483997345,28.3360996246,5561,2.0,U,Africa/Johannesburg,airport,778
Hendrik Potgieter Airport,Bothaville,South Africa,\N,FABO,-27.36680030822754,26.62919998168945,4236,2.0,U,Africa/Johannesburg,airport,779
Cape Town International Airport,Cape Town,South Africa,CPT,FACT,-33.9648017883,18.6016998291,151,2.0,U,Africa/Johannesburg,airport,780
Calvinia Airport,Calvinia,South Africa,\N,FACV,-31.50029945373535,19.72590065002441,3250,2.0,U,Africa/Johannesburg,airport,781
King Shaka International Airport,Durban,South Africa,DUR,FALE,-29.6144444444,31.1197222222,295,2.0,U,Africa/Johannesburg,airport,782
Ben Schoeman Airport,East London,South Africa,ELS,FAEL,-33.0355987549,27.8258991241,435,2.0,U,Africa/Johannesburg,airport,783
Ermelo Airport,Ermelo,South Africa,\N,FAEO,-26.4955997467041,29.979799270629886,5700,2.0,U,Africa/Johannesburg,airport,784
Ficksburg Sentraoes Airport,Ficksburg,South Africa,FCB,FAFB,-28.82309913635254,27.908899307250977,5315,2.0,U,Africa/Johannesburg,airport,785
Grand Central Airport,Johannesburg,South Africa,GCJ,FAGC,-25.986299514799995,28.1401004791,5325,2.0,U,Africa/Johannesburg,airport,786
George Airport,George,South Africa,GRJ,FAGG,-34.0056,22.378902,648,2.0,U,Africa/Johannesburg,airport,787
Graaff Reinet Airport,Graaff Reinet,South Africa,\N,FAGR,-32.19359970092773,24.541400909423828,2604,2.0,U,Africa/Johannesburg,airport,788
Grahamstown Airport,Grahamstown,South Africa,\N,FAGT,-33.284698486328125,26.49810028076172,2135,2.0,U,Africa/Johannesburg,airport,789
Greytown Airport,Greytown,South Africa,\N,FAGY,-29.1219997406,30.5867004395,3531,2.0,U,Africa/Johannesburg,airport,790
Harmony Airport,Harmony,South Africa,\N,FAHA,-28.07869911193848,26.8612003326416,4399,2.0,U,Africa/Johannesburg,airport,791
Harrismith Airport,Harrismith,South Africa,HRS,FAHR,-28.23509979248047,29.10619926452637,5585,2.0,U,Africa/Johannesburg,airport,792
Hoedspruit Air Force Base Airport,Hoedspruit,South Africa,HDS,FAHS,-24.3686008453,31.048700332600003,1743,2.0,U,Africa/Johannesburg,airport,793
Gariep Dam Airport,Hendrik Verwoerddam,South Africa,\N,FAHV,-30.56220054626465,25.52829933166504,4176,2.0,U,Africa/Johannesburg,airport,794
OR Tambo International Airport,Johannesburg,South Africa,JNB,FAOR,-26.1392,28.246,5558,2.0,U,Africa/Johannesburg,airport,795
P C Pelser Airport,Klerksdorp,South Africa,KXE,FAKD,-26.8710994720459,26.718000411987305,4444,2.0,U,Africa/Johannesburg,airport,796
Kimberley Airport,Kimberley,South Africa,KIM,FAKM,-28.802799224900003,24.7651996613,3950,2.0,U,Africa/Johannesburg,airport,797
Krugersdorp Airport,Krugersdorp,South Africa,\N,FAKR,-26.0808259199,27.7259149551,5499,2.0,U,Africa/Johannesburg,airport,798
Kroonstad Airport,Kroonstad,South Africa,\N,FAKS,-27.660600662231445,27.31579971313477,4700,2.0,U,Africa/Johannesburg,airport,799
Johan Pienaar Airport,Kuruman,South Africa,KMH,FAKU,-27.45669937133789,23.411399841308597,4382,2.0,U,Africa/Johannesburg,airport,800
Kleinsee Airport,Kleinsee,South Africa,KLZ,FAKZ,-29.6884002686,17.093999862700002,270,2.0,U,Africa/Johannesburg,airport,801
Lanseria Airport,Johannesburg,South Africa,HLA,FALA,-25.9384994507,27.9260997772,4517,2.0,U,Africa/Johannesburg,airport,802
Lichtenburg Airport,Lichtenburg,South Africa,\N,FALI,-26.17569923400879,26.184600830078125,4875,2.0,U,Africa/Johannesburg,airport,803
Makhado Air Force Base Airport,Lambertsbaai,South Africa,\N,FALM,-23.159900665283203,29.69650077819824,3069,2.0,U,Africa/Johannesburg,airport,804
Langebaanweg Airport,Langebaanweg,South Africa,SDB,FALW,-32.9688987732,18.1602993011,108,2.0,U,Africa/Johannesburg,airport,805
Ladysmith Airport,Ladysmith,South Africa,LAY,FALY,-28.5816993713,29.7497005463,3548,2.0,U,Africa/Johannesburg,airport,806
Middelburg Airport,Middelburg,South Africa,\N,FAMB,-25.68479919433593,29.440200805664062,4886,2.0,U,Africa/Johannesburg,airport,807
Margate Airport,Margate,South Africa,MGH,FAMG,-30.8574008942,30.343000412,495,2.0,U,Africa/Johannesburg,airport,808
Marble Hall Airport,Marble Hall,South Africa,\N,FAMI,-24.98909950256348,29.283100128173828,2980,2.0,U,Africa/Johannesburg,airport,809
Majuba Power Station Airport,Majuba Power Station,South Africa,\N,FAMJ,-27.0792999268,29.7784996033,5600,2.0,U,Africa/Johannesburg,airport,810
Riverside Airport,Malalane,South Africa,LLE,FAMN,-25.4300003052,31.5767002106,1024,2.0,U,Africa/Johannesburg,airport,811
Morningside Farm Airport,Musina,South Africa,\N,FAMS,-25.7045001984,26.9090003967,4251,2.0,U,Africa/Johannesburg,airport,812
Mkuze Airport,Mkuze,South Africa,MZQ,FAMU,-27.62610054016113,32.044300079345696,400,2.0,U,Africa/Johannesburg,airport,813
Newcastle Airport,Newcastle,South Africa,NCS,FANC,-27.7705993652,29.9769001007,4074,2.0,U,Africa/Johannesburg,airport,814
Nylstroom Airfield,Nylstroom,South Africa,\N,FANY,-24.68610000610352,28.43490028381348,3900,2.0,U,Africa/Johannesburg,airport,815
Overberg Airport,Overberg,South Africa,OVG,FAOB,-34.554901123,20.250699996900003,52,2.0,U,Africa/Johannesburg,airport,816
Oudtshoorn Airport,Oudtshoorn,South Africa,OUH,FAOH,-33.6069984436,22.188999176,1063,2.0,U,Africa/Johannesburg,airport,817
Port Elizabeth Airport,Port Elizabeth,South Africa,PLZ,FAPE,-33.984901428200004,25.617300033600003,226,2.0,U,Africa/Johannesburg,airport,818
Plettenberg Bay Airport,Plettenberg Bay,South Africa,PBZ,FAPG,-34.0881601675,23.3287234306,465,2.0,U,Africa/Johannesburg,airport,819
Hendrik Van Eck Airport,Phalaborwa,South Africa,PHW,FAPH,-23.9372005463,31.1553993225,1432,2.0,U,Africa/Johannesburg,airport,820
Pietersburg Municipal Airport,Polokwane,South Africa,\N,FAPI,-23.9260997772,29.484399795500003,4354,2.0,U,Africa/Johannesburg,airport,821
Port St Johns Airport,Port Saint Johns,South Africa,JOH,FAPJ,-31.605899810791016,29.51980018615723,1227,2.0,U,Africa/Johannesburg,airport,822
Pietermaritzburg Airport,Pietermaritzburg,South Africa,PZB,FAPM,-29.6490001678,30.3987007141,2423,2.0,U,Africa/Johannesburg,airport,823
Pilanesberg International Airport,Pilanesberg,South Africa,NTY,FAPN,-25.3337993622,27.173400878900004,3412,2.0,U,Africa/Johannesburg,airport,824
Polokwane International Airport,Potgietersrus,South Africa,PTG,FAPP,-23.845269,29.458615,4076,2.0,U,Africa/Johannesburg,airport,825
Potchefstroom Airport,Potchefstroom,South Africa,PCF,FAPS,-26.670999527,27.0818996429,4520,2.0,U,Africa/Johannesburg,airport,826
Parys Airport,Parys,South Africa,\N,FAPY,-26.889299392700195,27.503400802612305,4740,2.0,U,Africa/Johannesburg,airport,827
Queenstown Airport,Queenstown,South Africa,UTW,FAQT,-31.92020034790039,26.88220024108887,3637,2.0,U,Africa/Johannesburg,airport,828
Richards Bay Airport,Richard's Bay,South Africa,RCB,FARB,-28.740999221800003,32.0920982361,109,2.0,U,Africa/Johannesburg,airport,829
Rustenburg Airport,Rustenburg,South Africa,\N,FARG,-25.6443004608,27.2710990906,3700,2.0,U,Africa/Johannesburg,airport,830
Robertson Airport,Robertson,South Africa,ROD,FARS,-33.812198638916016,19.90279960632324,640,2.0,U,Africa/Johannesburg,airport,831
Springbok Airport,Springbok,South Africa,SBU,FASB,-29.68930053710937,17.939599990844727,2690,2.0,U,Africa/Johannesburg,airport,832
Secunda Airport,Secunda,South Africa,ZEC,FASC,-26.52409935,29.1700992584,5250,2.0,U,Africa/Johannesburg,airport,833
Saldanha /Vredenburg Airport,Saldanha,South Africa,\N,FASD,-32.964099884,17.9692993164,50,2.0,U,Africa/Johannesburg,airport,834
Springs Airfield,Springs,South Africa,\N,FASI,-26.2494004736,28.398271560700003,5340,2.0,U,Africa/Johannesburg,airport,835
Swartkop Air Force Base,Swartkop,South Africa,\N,FASK,-25.8097000122,28.1646003723,4780,2.0,U,Africa/Johannesburg,airport,836
Sishen Airport,Sishen,South Africa,SIS,FASS,-27.6485996246,22.9993000031,3848,2.0,U,Africa/Johannesburg,airport,837
Hendrik Swellengrebel Airport,Swellendam,South Africa,\N,FASX,-34.04819869995117,20.47459983825684,407,2.0,U,Africa/Johannesburg,airport,838
Skukuza Airport,Skukuza,South Africa,SZK,FASZ,-24.960899353,31.5886993408,1020,2.0,U,Africa/Johannesburg,airport,839
Tommys Field Airport,Tommy's Field,South Africa,\N,FATF,-28.26000022888184,22.993200302124023,4360,2.0,U,Africa/Johannesburg,airport,840
New Tempe Airport,Bloemfontein,South Africa,\N,FATP,-29.032899856567383,26.15760040283203,4547,2.0,U,Africa/Johannesburg,airport,841
Tutuka Power Station Airport,Tutuka,South Africa,\N,FATT,-26.776599884,29.3388004303,5313,2.0,U,Africa/Johannesburg,airport,842
Tzaneen Airport,Tzaneen,South Africa,LTA,FATZ,-23.8243999481,30.3292999268,1914,2.0,U,Africa/Johannesburg,airport,843
Prince Mangosuthu Buthelezi Airport,Ulundi,South Africa,ULD,FAUL,-28.3206005096,31.4165000916,1720,2.0,U,Africa/Johannesburg,airport,844
Pierre Van Ryneveld Airport,Upington,South Africa,UTN,FAUP,-28.39909935,21.2602005005,2782,2.0,U,Africa/Johannesburg,airport,845
K. D. Matanzima Airport,Umtata,South Africa,UTT,FAUT,-31.5463631849,28.6733551025,2400,2.0,U,Africa/Johannesburg,airport,846
Vryburg Airport,Vryburg,South Africa,VRU,FAVB,-26.9824008942,24.7287998199,3920,2.0,U,Africa/Johannesburg,airport,847
Virginia Airport,Durban,South Africa,VIR,FAVG,-29.77059936523437,31.05839920043945,20,2.0,U,Africa/Johannesburg,airport,848
Vredendal Airport,Vredendal,South Africa,VRE,FAVR,-31.641000747680664,18.5447998046875,330,2.0,U,Africa/Johannesburg,airport,849
Vereeniging Airport,Vereeniging,South Africa,\N,FAVV,-26.566400528000003,27.9608001709,4846,2.0,U,Africa/Johannesburg,airport,850
Wonderboom Airport,Pretoria,South Africa,PRY,FAWB,-25.6539,28.224199,4095,2.0,U,Africa/Johannesburg,airport,851
Witbank Airport,Witbank,South Africa,\N,FAWI,-25.8323001862,29.1919994354,5078,2.0,U,Africa/Johannesburg,airport,852
Waterkloof Air Force Base,Waterkloof,South Africa,WKF,FAWK,-25.8299999237,28.2224998474,4940,2.0,U,Africa/Johannesburg,airport,853
Welkom Airport,Welkom,South Africa,\N,FAWM,-27.9968245111,26.6633338928,4421,2.0,U,Africa/Johannesburg,airport,854
Ysterplaat Air Force Base,Ysterplaat,South Africa,\N,FAYP,-33.90019989013672,18.498300552368164,52,2.0,U,Africa/Johannesburg,airport,855
Zeerust Airport,Zeerust,South Africa,\N,FAZR,-25.59900093078613,26.042299270629886,4258,2.0,U,Africa/Johannesburg,airport,856
Francistown Airport,Francistown,Botswana,FRW,FBFT,-21.15959930419922,27.47450065612793,3283,2.0,U,Africa/Gaborone,airport,857
Jwaneng Airport,Jwaneng,Botswana,JWA,FBJW,-24.6023006439209,24.69099998474121,3900,2.0,U,Africa/Gaborone,airport,858
Kasane Airport,Kasane,Botswana,BBK,FBKE,-17.83289909362793,25.16239929199219,3289,2.0,U,Africa/Gaborone,airport,859
Maun Airport,Maun,Botswana,MUB,FBMN,-19.97260093688965,23.431100845336918,3093,2.0,U,Africa/Gaborone,airport,860
Sir Seretse Khama International Airport,Gaberone,Botswana,GBE,FBSK,-24.555201,25.9182,3299,2.0,U,Africa/Gaborone,airport,861
Selebi Phikwe Airport,Selebi-phikwe,Botswana,PKW,FBSP,-22.0583,27.8288,2925,2.0,U,Africa/Gaborone,airport,862
Maya-Maya Airport,Brazzaville,Congo (Brazzaville),BZV,FCBB,-4.251699924468993,15.253000259399414,1048,1.0,N,Africa/Brazzaville,airport,863
Owando Airport,Owando,Congo (Kinshasa),FTX,FCOO,-0.5313500165939331,15.95009994506836,1214,1.0,N,Africa/Brazzaville,airport,864
Ouesso Airport,Ouesso,Congo (Kinshasa),OUE,FCOU,1.6159900426899998,16.0379009247,1158,1.0,N,Africa/Brazzaville,airport,865
Pointe Noire Airport,Pointe-noire,Congo (Brazzaville),PNR,FCPP,-4.816030025482178,11.88659954071045,55,1.0,N,Africa/Brazzaville,airport,866
Matsapha Airport,Manzini,Swaziland,MTS,FDMS,-26.52899932861328,31.3075008392334,2075,2.0,U,Africa/Mbabane,airport,867
Bangui M'Poko International Airport,Bangui,Central African Republic,BGF,FEFF,4.39847993850708,18.51880073547364,1208,1.0,N,Africa/Bangui,airport,868
Berbérati Airport,Berberati,Central African Republic,BBT,FEFT,4.221580028533936,15.786399841308596,1929,1.0,N,Africa/Bangui,airport,869
Bata Airport,Bata,Equatorial Guinea,BSG,FGBT,1.9054700136184688,9.80568027496338,13,1.0,N,Africa/Malabo,airport,870
Malabo Airport,Malabo,Equatorial Guinea,SSG,FGSL,3.755270004272461,8.708720207214355,76,1.0,N,Africa/Malabo,airport,871
RAF Ascension Island,Wide Awake,Saint Helena,ASI,FHAW,-7.9696,-14.3937,278,0.0,N,Atlantic/St_Helena,airport,872
Sir Seewoosagur Ramgoolam International Airport,Plaisance,Mauritius,MRU,FIMP,-20.430201,57.683601,186,4.0,N,Indian/Mauritius,airport,873
Sir Charles Gaetan Duval Airport,Rodriguez Island,Mauritius,RRG,FIMR,-19.7577,63.361,95,4.0,N,Indian/Mauritius,airport,874
Diego Garcia Naval Support Facility,Diego Garcia Island,British Indian Ocean Territory,NKW,FJDG,-7.313269999999999,72.411102,9,6.0,U,Indian/Chagos,airport,875
Tiko Airport,Tiko,Cameroon,TKC,FKKC,4.08919000626,9.3605298996,151,1.0,N,Africa/Douala,airport,876
Douala International Airport,Douala,Cameroon,DLA,FKKD,4.0060801506,9.71947956085,33,1.0,N,Africa/Douala,airport,877
Salak Airport,Maroua,Cameroon,MVR,FKKL,10.45139980316162,14.257399559020994,1390,1.0,N,Africa/Douala,airport,878
Foumban Nkounja Airport,Foumban,Cameroon,FOM,FKKM,5.636919975280763,10.750800132751465,3963,1.0,N,Africa/Douala,airport,879
N'Gaoundéré Airport,N'gaoundere,Cameroon,NGE,FKKN,7.357009887695312,13.559200286865234,3655,1.0,N,Africa/Douala,airport,880
Garoua International Airport,Garoua,Cameroon,GOU,FKKR,9.33588981628418,13.370100021362305,794,1.0,N,Africa/Douala,airport,881
Bafoussam Airport,Bafoussam,Cameroon,BFX,FKKU,5.536920070650001,10.3545999527,4347,1.0,N,Africa/Douala,airport,882
Bamenda Airport,Bamenda,Cameroon,BPC,FKKV,6.0392398834228525,10.122599601745604,4065,1.0,N,Africa/Douala,airport,883
Yaoundé Airport,Yaounde,Cameroon,YAO,FKKY,3.8360400199890137,11.523500442504885,2464,1.0,N,Africa/Douala,airport,884
Kasompe Airport,Kasompe,Zambia,CGJ,FLKE,-12.572799682617,27.893899917603,4636,2.0,U,Africa/Lusaka,airport,885
Livingstone Airport,Livingstone,Zambia,LVI,FLLI,-17.821800231933594,25.82270050048828,3302,2.0,U,Africa/Lusaka,airport,886
Kenneth Kaunda International Airport Lusaka,Lusaka,Zambia,LUN,FLLS,-15.3308000565,28.4526004791,3779,2.0,U,Africa/Lusaka,airport,887
Mfuwe Airport,Mfuwe,Zambia,MFU,FLMF,-13.258899688720703,31.93659973144531,1853,2.0,U,Africa/Lusaka,airport,888
Mongu Airport,Mongu,Zambia,MNR,FLMG,-15.25450038909912,23.16230010986328,3488,2.0,U,Africa/Lusaka,airport,889
Simon Mwansa Kapwepwe International Airport,Ndola,Zambia,NLA,FLND,-12.998100280762,28.66489982605,4167,2.0,U,Africa/Lusaka,airport,890
Southdowns Airport,Southdowns,Zambia,KIW,FLSO,-12.900500297546388,28.14990043640137,4145,2.0,U,Africa/Lusaka,airport,891
Prince Said Ibrahim International Airport,Moroni,Comoros,HAH,FMCH,-11.5337,43.2719,93,3.0,U,Indian/Comoro,airport,892
Mohéli Bandar Es Eslam Airport,Moheli,Comoros,NWA,FMCI,-12.298100471496582,43.76639938354492,46,3.0,U,Indian/Comoro,airport,893
Ouani Airport,Anjouan,Comoros,AJN,FMCV,-12.131699562072756,44.43030166625977,62,3.0,U,Indian/Comoro,airport,894
Dzaoudzi Pamandzi International Airport,Dzaoudzi,Mayotte,DZA,FMCZ,-12.804699897766112,45.28110122680664,23,3.0,U,Indian/Mayotte,airport,895
Roland Garros Airport,St.-denis,Reunion,RUN,FMEE,-20.88710021972656,55.51029968261719,66,4.0,U,Indian/Reunion,airport,896
Pierrefonds Airport,St.-pierre,Reunion,ZSE,FMEP,-21.320899963378903,55.42499923706055,59,4.0,U,Indian/Reunion,airport,897
Ivato Airport,Antananarivo,Madagascar,TNR,FMMI,-18.7969,47.478802,4198,3.0,U,Indian/Antananarivo,airport,898
Miandrivazo Airport,Miandrivazo,Madagascar,ZVA,FMMN,-19.56279945373535,45.45080184936523,203,3.0,U,Indian/Antananarivo,airport,899
Sainte Marie Airport,Sainte Marie,Madagascar,SMS,FMMS,-17.093900680541992,49.81579971313477,7,3.0,U,Indian/Antananarivo,airport,900
Toamasina Airport,Toamasina,Madagascar,TMM,FMMT,-18.10950088500977,49.39250183105469,22,3.0,U,Indian/Antananarivo,airport,901
Morondava Airport,Morondava,Madagascar,MOQ,FMMV,-20.28470039367676,44.31760025024414,30,3.0,U,Indian/Antananarivo,airport,902
Arrachart Airport,Antsiranana,Madagascar,DIE,FMNA,-12.34939956665039,49.29169845581055,374,3.0,U,Indian/Antananarivo,airport,903
Mananara Nord Airport,Mananara,Madagascar,WMR,FMNC,-16.16390037536621,49.77379989624024,9,3.0,U,Indian/Antananarivo,airport,904
Andapa Airport,Andapa,Madagascar,ZWA,FMND,-14.651700019836426,49.62060165405274,1552,3.0,U,Indian/Antananarivo,airport,905
Ambilobe Airport,Ambilobe,Madagascar,AMB,FMNE,-13.188400268554688,48.98799896240234,72,3.0,U,Indian/Antananarivo,airport,906
Antsirabato Airport,Antalaha,Madagascar,ANM,FMNH,-14.99940013885498,50.3202018737793,20,3.0,U,Indian/Antananarivo,airport,907
Analalava Airport,Analalava,Madagascar,HVA,FMNL,-14.62969970703125,47.76380157470703,345,3.0,U,Indian/Antananarivo,airport,908
Amborovy Airport,Mahajanga,Madagascar,MJN,FMNM,-15.6668417421,46.3512325287,87,3.0,U,Indian/Antananarivo,airport,909
Fascene Airport,Nosy-be,Madagascar,NOS,FMNN,-13.3121004105,48.3148002625,36,3.0,U,Indian/Antananarivo,airport,910
Besalampy Airport,Besalampy,Madagascar,BPY,FMNQ,-16.744530296500002,44.4824838638,125,3.0,U,Indian/Antananarivo,airport,911
Maroantsetra Airport,Maroantsetra,Madagascar,WMN,FMNR,-15.436699867248535,49.68830108642578,13,3.0,U,Indian/Antananarivo,airport,912
Sambava Airport,Sambava,Madagascar,SVB,FMNS,-14.278599739074709,50.17470169067383,20,3.0,U,Indian/Antananarivo,airport,913
Vohimarina Airport,Vohemar,Madagascar,VOH,FMNV,-13.375800132751465,50.00279998779297,19,3.0,U,Indian/Antananarivo,airport,914
Ambalabe Airport,Antsohihy,Madagascar,WAI,FMNW,-14.898799896240234,47.99390029907226,92,3.0,U,Indian/Antananarivo,airport,915
Ampampamena Airport,Ampampamena,Madagascar,IVA,FMNZ,-13.484816,48.632702,49,3.0,U,Indian/Antananarivo,airport,916
Tôlanaro Airport,Tolagnaro,Madagascar,FTU,FMSD,-25.03809928894043,46.95610046386719,29,3.0,U,Indian/Antananarivo,airport,917
Fianarantsoa Airport,Fianarantsoa,Madagascar,WFI,FMSF,-21.441600799560547,47.11169815063477,3658,3.0,U,Indian/Antananarivo,airport,918
Farafangana Airport,Farafangana,Madagascar,RVA,FMSG,-22.80529975891113,47.82059860229492,26,3.0,U,Indian/Antananarivo,airport,919
Manakara Airport,Manakara,Madagascar,WVK,FMSK,-22.11969947814941,48.02170181274414,33,3.0,U,Indian/Antananarivo,airport,920
Mananjary Airport,Mananjary,Madagascar,MNJ,FMSM,-21.201799392700195,48.35829925537109,20,3.0,U,Indian/Antananarivo,airport,921
Morombe Airport,Morombe,Madagascar,MXM,FMSR,-21.7539005279541,43.3754997253418,16,3.0,U,Indian/Antananarivo,airport,922
Toliara Airport,Toliara,Madagascar,TLE,FMST,-23.383399963378903,43.72850036621094,29,3.0,U,Indian/Antananarivo,airport,923
Mbanza Congo Airport,M'banza-congo,Angola,SSY,FNBC,-6.269899845123291,14.246999740600586,1860,1.0,N,Africa/Luanda,airport,924
Benguela Airport,Benguela,Angola,BUG,FNBG,-12.609000206,13.4036998749,118,1.0,N,Africa/Luanda,airport,925
Cabinda Airport,Cabinda,Angola,CAB,FNCA,-5.59699010848999,12.188400268554688,66,1.0,N,Africa/Luanda,airport,926
Nova Lisboa Airport,Huambo,Angola,NOV,FNHU,-12.808899879455565,15.760499954223633,5587,1.0,N,Africa/Luanda,airport,927
Kuito Airport,Kuito,Angola,SVP,FNKU,-12.404600143433,16.947399139404,5618,1.0,N,Africa/Luanda,airport,928
Lobito Airport,Lobito,Angola,\N,FNLB,-12.37119960784912,13.53660011291504,10,1.0,N,Africa/Luanda,airport,929
Quatro de Fevereiro Airport,Luanda,Angola,LAD,FNLU,-8.858369999999999,13.2312,243,1.0,N,Africa/Luanda,airport,930
Malanje Airport,Malanje,Angola,MEG,FNMA,-9.525090217590332,16.312400817871097,3868,1.0,N,Africa/Luanda,airport,931
Menongue Airport,Menongue,Angola,SPP,FNME,-14.657600402832031,17.71980094909668,4469,1.0,N,Africa/Luanda,airport,932
Negage Airport,Negage,Angola,GXG,FNNG,-7.754509925842285,15.287699699401855,4105,1.0,N,Africa/Luanda,airport,933
Porto Amboim Airport,Porto Amboim,Angola,PBN,FNPA,-10.722000122070312,13.76550006866455,16,1.0,N,Africa/Luanda,airport,934
Saurimo Airport,Saurimo,Angola,VHC,FNSA,-9.689069747924805,20.431900024414062,3584,1.0,N,Africa/Luanda,airport,935
Soyo Airport,Soyo,Angola,SZA,FNSO,-6.141089916229247,12.371800422668455,15,1.0,N,Africa/Luanda,airport,936
Lubango Airport,Lubango,Angola,SDD,FNUB,-14.924699783325195,13.574999809265137,5778,1.0,N,Africa/Luanda,airport,937
Luena Airport,Luena,Angola,LUO,FNUE,-11.768099784851074,19.8976993560791,4360,1.0,N,Africa/Luanda,airport,938
Uige Airport,Uige,Angola,UGO,FNUG,-7.60306978225708,15.027799606323242,2720,1.0,N,Africa/Luanda,airport,939
Xangongo Airport,Xangongo,Angola,XGN,FNXA,-16.755399703979492,14.965299606323242,3635,1.0,N,Africa/Luanda,airport,940
Oyem Airport,Oyem,Gabon,OYE,FOGO,1.5431100130081177,11.58139991760254,2158,1.0,N,Africa/Libreville,airport,941
Okondja Airport,Okondja,Gabon,OKN,FOGQ,-0.6652140021324158,13.673100471496582,1325,1.0,N,Africa/Libreville,airport,942
Lambarene Airport,Lambarene,Gabon,LBQ,FOGR,-0.7043889760971069,10.245699882507324,82,1.0,N,Africa/Libreville,airport,943
Bitam Airport,Bitam,Gabon,BMM,FOOB,2.0756399631500244,11.493200302124023,1969,1.0,N,Africa/Libreville,airport,944
Port Gentil Airport,Port Gentil,Gabon,POG,FOOG,-0.7117390036582947,8.754380226135254,13,1.0,N,Africa/Libreville,airport,945
Omboue Hopital Airport,Omboue Hospial,Gabon,OMB,FOOH,-1.5747300386428833,9.262689590454102,33,1.0,N,Africa/Libreville,airport,946
Makokou Airport,Makokou,Gabon,MKU,FOOK,0.5792109966278076,12.890899658203123,1726,1.0,N,Africa/Libreville,airport,947
Libreville Leon M'ba International Airport,Libreville,Gabon,LBV,FOOL,0.4586000144479999,9.4122800827,39,1.0,N,Africa/Libreville,airport,948
M'Vengue El Hadj Omar Bongo Ondimba International Airport,Franceville,Gabon,MVB,FOON,-1.6561599969863892,13.437999725341797,1450,1.0,N,Africa/Libreville,airport,949
Principe Airport,Principe,Sao Tome and Principe,PCP,FPPR,1.6629400253295898,7.411739826202393,591,0.0,N,Africa/Sao_Tome,airport,950
São Tomé International Airport,Sao Tome,Sao Tome and Principe,TMS,FPST,0.3781749904155731,6.712150096893311,33,0.0,N,Africa/Sao_Tome,airport,951
Beira Airport,Beira,Mozambique,BEW,FQBR,-19.79640007019043,34.90760040283203,33,2.0,U,Africa/Maputo,airport,952
Inhambane Airport,Inhambane,Mozambique,INH,FQIN,-23.876399993896484,35.40850067138672,30,2.0,U,Africa/Maputo,airport,953
Lichinga Airport,Lichinga,Mozambique,VXC,FQLC,-13.274,35.2663,4505,2.0,U,Africa/Maputo,airport,954
Lumbo Airport,Lumbo,Mozambique,LFB,FQLU,-15.0331001282,40.6716995239,33,2.0,U,Africa/Maputo,airport,955
Maputo Airport,Maputo,Mozambique,MPM,FQMA,-25.920799,32.572601,145,2.0,U,Africa/Maputo,airport,956
Mueda Airport,Mueda,Mozambique,MUD,FQMD,-11.672900199890137,39.5630989074707,2789,2.0,U,Africa/Maputo,airport,957
Mocímboa da Praia Airport,Mocimboa Da Praia,Mozambique,MZB,FQMP,-11.36180019378662,40.35490036010742,89,2.0,U,Africa/Maputo,airport,958
Marrupa Airport,Marrupa,Mozambique,\N,FQMR,-13.225099563598633,37.55210113525391,2480,2.0,U,Africa/Maputo,airport,959
Nacala Airport,Nacala,Mozambique,MNC,FQNC,-14.488200187683104,40.71220016479492,410,2.0,U,Africa/Maputo,airport,960
Nampula Airport,Nampula,Mozambique,APL,FQNP,-15.105600357055664,39.28179931640625,1444,2.0,U,Africa/Maputo,airport,961
Pemba Airport,Pemba,Mozambique,POL,FQPB,-12.991762161254885,40.52401351928711,331,2.0,U,Africa/Maputo,airport,962
Quelimane Airport,Quelimane,Mozambique,UEL,FQQL,-17.855499267578125,36.86909866333008,36,2.0,U,Africa/Maputo,airport,963
Songo Airport,Songo,Mozambique,\N,FQSG,-15.602700233459473,32.77320098876953,2904,2.0,U,Africa/Maputo,airport,964
Chingozi Airport,Tete,Mozambique,TET,FQTT,-16.104799270629886,33.64020156860352,525,2.0,U,Africa/Maputo,airport,965
Ulongwe Airport,Ulongwe,Mozambique,\N,FQUG,-14.70460033416748,34.352401733398445,4265,2.0,U,Africa/Maputo,airport,966
Vilankulo Airport,Vilankulu,Mozambique,VNX,FQVL,-22.018400192260746,35.31330108642578,46,2.0,U,Africa/Maputo,airport,967
Alphonse Airport,Alphonse,Seychelles,\N,FSAL,-7.00478,52.7262,10,4.0,U,Indian/Mahe,airport,968
Desroches Airport,Desroches,Seychelles,DES,FSDR,-5.6967,53.6558,10,4.0,U,Indian/Mahe,airport,969
