Name,City,Country,IATA,ICAO,Latitude,Longitude,Altitude,Timezone,DST,Tz database time zone,Type,airport_id
Big Trout Lake Airport,Big Trout Lake,Canada,YTL,CYTL,53.81779861450195,-89.89689636230469,729,-6.0,A,America/Winnipeg,airport,4237
Deer Lake Airport,Deer Lake,Canada,YVZ,CYVZ,52.655799865722656,-94.0614013671875,1092,-6.0,A,America/Winnipeg,airport,4238
Webequie Airport,Webequie,Canada,YWP,CYWP,52.9593933975,-87.37486839290001,685,-5.0,A,America/Toronto,airport,4239
Whale Cove Airport,Whale Cove,Canada,YXN,CYXN,62.24000167849999,-92.5980987549,40,-6.0,A,America/Winnipeg,airport,4240
Salluit Airport,Salluit,Canada,YZG,CYZG,62.17940139770508,-75.66719818115234,743,-5.0,A,America/Toronto,airport,4241
York Landing Airport,York Landing,Canada,ZAC,CZAC,56.08940124511719,-96.08920288085938,621,-6.0,A,America/Winnipeg,airport,4242
Ilford Airport,Ilford,Canada,ILF,CZBD,56.061401367200006,-95.613899231,642,-6.0,A,America/Winnipeg,airport,4243
Bathurst Airport,Bathurst,Canada,ZBF,CZBF,47.629699707,-65.738899231,193,-4.0,A,America/Halifax,airport,4244
Eastmain River Airport,Eastmain River,Canada,ZEM,CZEM,52.22639846801758,-78.52249908447266,24,-5.0,A,America/Toronto,airport,4245
Fond-Du-Lac Airport,Fond-Du-Lac,Canada,ZFD,CZFD,59.33440017700195,-107.18199920654295,814,-6.0,N,America/Regina,airport,4246
Gods River Airport,Gods River,Canada,ZGI,CZGI,54.83969879150391,-94.07859802246094,627,-6.0,A,America/Winnipeg,airport,4247
Swan River Airport,Swan River,Canada,ZJN,CZJN,52.12060165405274,-101.23600006103516,1100,-6.0,A,America/Winnipeg,airport,4248
Kashechewan Airport,Kashechewan,Canada,ZKE,CZKE,52.28250122070313,-81.67780303955078,35,-5.0,A,America/Toronto,airport,4249
Muskrat Dam Airport,Muskrat Dam,Canada,MSA,CZMD,53.44139862060547,-91.76280212402344,911,-6.0,A,America/Winnipeg,airport,4250
Masset Airport,Masset,Canada,ZMT,CZMT,54.02750015258789,-132.125,25,-8.0,A,America/Vancouver,airport,4251
Sachigo Lake Airport,Sachigo Lake,Canada,ZPB,CZPB,53.8911018371582,-92.19640350341795,876,-6.0,A,America/Winnipeg,airport,4252
Round Lake (Weagamow Lake) Airport,Round Lake,Canada,ZRJ,CZRJ,52.94359970092773,-91.31279754638672,974,-6.0,A,America/Winnipeg,airport,4253
Sandy Lake Airport,Sandy Lake,Canada,ZSJ,CZSJ,53.06420135498047,-93.34439849853516,951,-6.0,A,America/Winnipeg,airport,4254
Shamattawa Airport,Shamattawa,Canada,ZTM,CZTM,55.8656005859375,-92.0813980102539,289,-6.0,A,America/Winnipeg,airport,4255
Churchill Falls Airport,Churchill Falls,Canada,ZUM,CZUM,53.5619010925293,-64.10639953613281,1442,-4.0,A,America/Halifax,airport,4256
Wollaston Lake Airport,Wollaston Lake,Canada,ZWL,CZWL,58.10689926147461,-103.1719970703125,1360,-6.0,N,America/Regina,airport,4257
Batna Airport,Batna,Algeria,BLJ,DABT,35.7521018982,6.308589935300001,2697,1.0,N,Africa/Algiers,airport,4258
Béchar Boudghene Ben Ali Lotfi Airport,Béchar,Algeria,CBH,DAOR,31.645700454711918,-2.269860029220581,2661,1.0,N,Africa/Algiers,airport,4259
Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,Algeria,BMW,DATM,21.375,0.923888981342,1303,1.0,N,Africa/Algiers,airport,4260
Guemar Airport,Guemar,Algeria,ELU,DAUO,33.5113983154,6.776790142059999,203,1.0,N,Africa/Algiers,airport,4261
Kumasi Airport,Kumasi,Ghana,KMS,DGSI,6.714560031890869,-1.5908199548721311,942,0.0,N,Africa/Accra,airport,4262
Heringsdorf Airport,Heringsdorf,Germany,HDF,EDAH,53.8787002563,14.152299881,93,1.0,E,Europe/Berlin,airport,4263
Heide-Büsum Airport,Büsum,Germany,HEI,EDXB,54.1533317566,8.90166664124,7,1.0,E,Europe/Berlin,airport,4264
Helgoland-Düne Airport,Helgoland,Germany,HGL,EDXH,54.1852798462,7.91583299637,8,1.0,E,Europe/Berlin,airport,4265
Seinäjoki Airport,Seinäjoki / Ilmajoki,Finland,SJY,EFSI,62.692101,22.8323,302,2.0,E,Europe/Helsinki,airport,4266
Nottingham Airport,Nottingham,United Kingdom,NQT,EGBN,52.91999816894531,-1.079169988632202,138,0.0,E,Europe/London,airport,4267
Robin Hood Doncaster Sheffield Airport,"Doncaster, Sheffield",United Kingdom,DSA,EGCN,53.4805378105,-1.01065635681,55,0.0,E,Europe/London,airport,4268
Campbeltown Airport,Campbeltown,United Kingdom,CAL,EGEC,55.43719863891602,-5.686389923095702,42,0.0,E,Europe/London,airport,4269
Eday Airport,Eday,United Kingdom,EOI,EGED,59.19060134887695,-2.7722198963165283,10,0.0,E,Europe/London,airport,4270
Fair Isle Airport,Fair Isle,United Kingdom,FIE,EGEF,59.53580093383789,-1.628059983253479,223,0.0,E,Europe/London,airport,4271
North Ronaldsay Airport,North Ronaldsay,United Kingdom,NRL,EGEN,59.3675003052,-2.43443989754,40,0.0,E,Europe/London,airport,4272
Papa Westray Airport,Papa Westray,United Kingdom,PPW,EGEP,59.351699829100006,-2.9002799987800003,91,0.0,E,Europe/London,airport,4273
Stronsay Airport,Stronsay,United Kingdom,SOY,EGER,59.1553001404,-2.6413900852200003,39,0.0,E,Europe/London,airport,4274
Sanday Airport,Sanday,United Kingdom,NDY,EGES,59.25030136108398,-2.576669931411743,68,0.0,E,Europe/London,airport,4275
Lerwick / Tingwall Airport,Lerwick,United Kingdom,LWK,EGET,60.192199707,-1.24361002445,43,0.0,E,Europe/London,airport,4276
Westray Airport,Westray,United Kingdom,WRY,EGEW,59.350299835200005,-2.95000004768,29,0.0,E,Europe/London,airport,4277
Land's End Airport,Land's End,United Kingdom,LEQ,EGHC,50.102798,-5.67056,398,0.0,E,Europe/London,airport,4278
Penzance Heliport,Penzance,United Kingdom,PZE,EGHK,50.128101,-5.51845,14,0.0,E,Europe/London,airport,4279
Anglesey Airport,Angelsey,United Kingdom,VLY,EGOV,53.2481002808,-4.53533983231,37,0.0,E,Europe/London,airport,4280
Barra Airport,Barra,United Kingdom,BRR,EGPR,57.0228,-7.443060000000001,5,0.0,E,Europe/London,airport,4281
Donegal Airport,Dongloe,Ireland,CFN,EIDL,55.0442008972168,-8.340999603271483,30,0.0,E,Europe/Dublin,airport,4282
Weston Airport,Leixlip,Ireland,\N,EIWT,53.3521995544,-6.48611021042,150,0.0,E,Europe/Dublin,airport,4283
Sindal Airport,Sindal,Denmark,CNL,EKSN,57.503502000000005,10.2294,92,1.0,N,Europe/Copenhagen,airport,4284
Leknes Airport,Leknes,Norway,LKN,ENLK,68.152496337891,13.609399795532,78,1.0,E,Europe/Oslo,airport,4285
Namsos Høknesøra Airport,Namsos,Norway,OSY,ENNM,64.472198486328,11.57859992981,7,1.0,E,Europe/Oslo,airport,4286
"Mo i Rana Airport, Røssvoll",Mo i Rana,Norway,MQN,ENRA,66.363899230957,14.301400184631,229,1.0,E,Europe/Oslo,airport,4287
"Rørvik Airport, Ryum",Rørvik,Norway,RVK,ENRM,64.838302612305,11.14610004425,14,1.0,E,Europe/Oslo,airport,4288
Røst Airport,Røst,Norway,RET,ENRS,67.527801513672,12.103300094604002,7,1.0,E,Europe/Oslo,airport,4289
Sandane Airport (Anda),Sandane,Norway,SDN,ENSD,61.830001831055,6.1058301925659,196,1.0,E,Europe/Oslo,airport,4290
Sogndal Airport,Sogndal,Norway,SOG,ENSG,61.156101,7.13778,1633,1.0,E,Europe/Oslo,airport,4291
Svolvær Helle Airport,Svolvær,Norway,SVJ,ENSH,68.243301391602,14.669199943542,27,1.0,E,Europe/Oslo,airport,4292
Sørkjosen Airport,Sorkjosen,Norway,SOJ,ENSR,69.786796569824,20.959400177002,16,1.0,E,Europe/Oslo,airport,4293
"Vardø Airport, Svartnes",Vardø,Norway,VAW,ENSS,70.355400085449,31.044900894165,42,1.0,E,Europe/Oslo,airport,4294
Værøy Heliport,Værøy,Norway,VRY,ENVR,67.654555,12.727257,12,1.0,E,Europe/Oslo,airport,4295
Bydgoszcz Ignacy Jan Paderewski Airport,Bydgoszcz,Poland,BZG,EPBY,53.0968017578,17.9776992798,235,1.0,E,Europe/Warsaw,airport,4296
Łódź Władysław Reymont Airport,Lodz,Poland,LCJ,EPLL,51.7219009399,19.3980998993,604,1.0,E,Europe/Warsaw,airport,4297
Åre Östersund Airport,Östersund,Sweden,OSD,ESNZ,63.194400787354,14.500300407410002,1233,1.0,E,Europe/Stockholm,airport,4298
Hagfors Airport,Hagfors,Sweden,HFS,ESOH,60.02009963989258,13.578900337219238,474,1.0,E,Europe/Stockholm,airport,4299
Karlstad Airport,Karlstad,Sweden,KSD,ESOK,59.4446983337,13.3374004364,352,1.0,E,Europe/Stockholm,airport,4300
Torsby Airport,Torsby,Sweden,TYF,ESST,60.1576004028,12.991299629199998,393,1.0,E,Europe/Stockholm,airport,4301
Ängelholm-Helsingborg Airport,Ängelholm,Sweden,AGH,ESTA,56.29610061645508,12.847100257873535,68,1.0,E,Europe/Stockholm,airport,4302
Storuman Airport,Mohed,Sweden,SQO,ESUD,64.96089935302734,17.69659996032715,915,1.0,E,Europe/Stockholm,airport,4303
Hemavan Airport,Hemavan,Sweden,HMV,ESUT,65.80609893798828,15.082799911499023,1503,1.0,E,Europe/Stockholm,airport,4304
Ventspils International Airport,Ventspils,Latvia,VNT,EVVA,57.35779953,21.5442008972,19,2.0,E,Europe/Riga,airport,4305
Rand Airport,Johannesburg,South Africa,QRA,FAGM,-26.2425003052,28.1511993408,5483,2.0,U,Africa/Johannesburg,airport,4306
Kruger Mpumalanga International Airport,Mpumalanga,South Africa,MQP,FAKN,-25.3831996918,31.1056003571,2829,2.0,U,Africa/Johannesburg,airport,4307
Malamala Airport,Malamala,South Africa,AAM,FAMD,-24.81809997558593,31.54459953308105,1124,2.0,U,Africa/Johannesburg,airport,4308
Mmabatho International Airport,Mafeking,South Africa,MBD,FAMM,-25.798400878900004,25.548000335700003,4181,2.0,U,Africa/Johannesburg,airport,4309
Ghanzi Airport,Ghanzi,Botswana,GNZ,FBGZ,-21.6924991607666,21.658100128173828,3730,2.0,U,Africa/Gaborone,airport,4310
Orapa Airport,Orapa,Botswana,ORP,FBOR,-21.266701,25.3167,3100,2.0,U,Africa/Gaborone,airport,4311
Shakawe Airport,Shakawe,Botswana,SWX,FBSW,-18.373899459838867,21.83259963989257,3379,2.0,U,Africa/Gaborone,airport,4312
Limpopo Valley Airport,Tuli Lodge,Botswana,TLD,FBTL,-22.189199447600004,29.1268997192,1772,2.0,U,Africa/Gaborone,airport,4313
Ngot Nzoungou Airport,Loubomo,Congo (Brazzaville),DIS,FCPL,-4.20635,12.6599,1079,1.0,N,Africa/Brazzaville,airport,4314
Chipata Airport,Chipata,Zambia,CIP,FLCP,-13.558300018310549,32.58720016479492,3360,2.0,U,Africa/Lusaka,airport,4315
Los Alamitos Army Air Field,Solwesi,Zambia,\N,KSLI,33.79000092,-118.052002,32,-8.0,U,America/Los_Angeles,airport,4316
Iconi Airport,Moroni,Comoros,YVA,FMCN,-11.7108001709,43.2439002991,33,3.0,U,Indian/Comoro,airport,4317
Antsalova Airport,Antsalova,Madagascar,WAQ,FMMG,-18.701273,44.614921,551,3.0,U,Indian/Antananarivo,airport,4318
Ankavandra Airport,Ankavandra,Madagascar,JVA,FMMK,-18.80501,45.273467,427,3.0,U,Indian/Antananarivo,airport,4319
Belo sur Tsiribihina Airport,Belo sur Tsiribihina,Madagascar,BMD,FMML,-19.6867008209,44.5419006348,154,3.0,U,Indian/Antananarivo,airport,4320
Maintirano Airport,Maintirano,Madagascar,MXT,FMMO,-18.049999,44.033001,95,3.0,U,Indian/Antananarivo,airport,4321
Morafenobe Airport,Morafenobe,Madagascar,TVA,FMMR,-17.850082999999998,44.920467,748,3.0,U,Indian/Antananarivo,airport,4322
Tambohorano Airport,Tambohorano,Madagascar,WTA,FMMU,-17.47610092163086,43.972801208496094,23,3.0,U,Indian/Antananarivo,airport,4323
Tsiroanomandidy Airport,Tsiroanomandidy,Madagascar,WTS,FMMX,-18.759677,46.054065,2776,3.0,U,Indian/Antananarivo,airport,4324
Ambatondrazaka Airport,Ambatondrazaka,Madagascar,WAM,FMMZ,-17.795378,48.442583,2513,3.0,U,Indian/Antananarivo,airport,4325
Port Bergé Airport,Port Bergé,Madagascar,WPB,FMNG,-15.584286,47.623587,213,3.0,U,Indian/Antananarivo,airport,4326
Ambanja Airport,Ambanja,Madagascar,\N,FMNJ,-13.645705,48.459427000000005,36,3.0,U,Indian/Antananarivo,airport,4327
Soalala Airport,Soalala,Madagascar,DWB,FMNO,-16.101689999999998,45.358837,141,3.0,U,Indian/Antananarivo,airport,4328
Mampikony Airport,Mampikony,Madagascar,WMP,FMNP,-16.0722693402,47.6441645622,0,3.0,U,Indian/Antananarivo,airport,4329
Nasa Shuttle Landing Facility Airport,Tsaratanana,Madagascar,\N,KTTS,28.614999771118164,-80.69450378417969,10,-5.0,U,America/New_York,airport,4330
Mandritsara Airport,Mandritsara,Madagascar,WMA,FMNX,-15.833049,48.833284,1007,3.0,U,Indian/Antananarivo,airport,4331
Manja Airport,Manja,Madagascar,MJA,FMSJ,-21.426105,44.316509,787,3.0,U,Indian/Antananarivo,airport,4332
Catumbela Airport,Catumbela,Angola,CBT,FNCT,-12.4792,13.4869,23,1.0,N,Africa/Luanda,airport,4333
Dundo Airport,Dundo,Angola,DUE,FNDU,-7.400889873504639,20.818500518798828,2451,1.0,N,Africa/Luanda,airport,4334
Ngjiva Pereira Airport,Ondjiva,Angola,VPE,FNGI,-17.0435009003,15.683799743700002,3566,1.0,N,Africa/Luanda,airport,4335
Namibe Airport,Mocamedes,Angola,MSZ,FNMO,-15.261199951171877,12.14680004119873,210,1.0,N,Africa/Luanda,airport,4336
Koulamoutou Mabimbi Airport,Koulamoutou,Gabon,KOU,FOGK,-1.1846100091933998,12.441300392151,1070,1.0,N,Africa/Libreville,airport,4337
Mouilla Ville Airport,Mouila,Gabon,MJL,FOGM,-1.8451399803161617,11.056699752807615,295,1.0,N,Africa/Libreville,airport,4338
Tchibanga Airport,Tchibanga,Gabon,TCH,FOOT,-2.8499999046325684,11.017000198364258,269,1.0,N,Africa/Libreville,airport,4339
Chimoio Airport,Chimoio,Mozambique,VPY,FQCH,-19.15130043029785,33.429000854492195,2287,2.0,U,Africa/Maputo,airport,4340
Sarh Airport,Sarh,Chad,SRH,FTTA,9.14444,18.374399,1198,1.0,N,Africa/Ndjamena,airport,4341
Club Makokola Airport,Club Makokola,Malawi,CMK,FWCM,-14.306900024414062,35.13249969482422,1587,2.0,U,Africa/Blantyre,airport,4342
Luderitz Airport,Luderitz,Namibia,LUD,FYLZ,-26.68740081787109,15.242899894714355,457,1.0,S,Africa/Windhoek,airport,4343
Ondangwa Airport,Ondangwa,Namibia,OND,FYOA,-17.878201,15.9526,3599,1.0,S,Africa/Windhoek,airport,4344
Oranjemund Airport,Oranjemund,Namibia,OMD,FYOG,-28.5847,16.446699,14,1.0,S,Africa/Windhoek,airport,4345
Swakopmund Airport,Swakopmund,Namibia,SWP,FYSM,-22.66189956665,14.568099975586,207,1.0,S,Africa/Windhoek,airport,4346
Eros Airport,Windhoek,Namibia,ERS,FYWE,-22.612199783325195,17.080400466918945,5575,1.0,S,Africa/Windhoek,airport,4347
Boma Airport,Boma,Congo (Kinshasa),BOA,FZAJ,-5.8540000915527335,13.064000129699709,26,1.0,N,Africa/Kinshasa,airport,4348
Tshimpi Airport,Matadi,Congo (Kinshasa),MAT,FZAM,-5.799610137939452,13.440400123596191,1115,1.0,N,Africa/Kinshasa,airport,4349
Inongo Airport,Inongo,Congo (Kinshasa),INO,FZBA,-1.9472199678421016,18.28580093383789,1040,1.0,N,Africa/Kinshasa,airport,4350
Nioki Airport,Nioki,Congo (Kinshasa),NIO,FZBI,-2.7174999713897705,17.68470001220703,1043,1.0,N,Africa/Kinshasa,airport,4351
Basango Mboliasa Airport,Kiri,Congo (Kinshasa),KRZ,FZBT,-1.434999942779541,19.02400016784668,1013,1.0,N,Africa/Kinshasa,airport,4352
Basankusu Airport,Basankusu,Congo (Kinshasa),BSU,FZEN,1.2247200012207031,19.78890037536621,1217,1.0,N,Africa/Kinshasa,airport,4353
Tshikapa Airport,Tshikapa,Congo (Kinshasa),TSH,FZUK,-6.4383300000000006,20.794701,1595,2.0,N,Africa/Lubumbashi,airport,4354
Lodja Airport,Lodja,Congo (Kinshasa),LJA,FZVA,-3.4170000553131104,23.45000076293945,1647,2.0,N,Africa/Lubumbashi,airport,4355
Ilebo Airport,Ilebo,Congo (Kinshasa),PFR,FZVS,-4.329919,20.590124,1450,2.0,N,Africa/Lubumbashi,airport,4356
Outer Skerries Airport,Outer Skerries,United Kingdom,OUK,EGOU,60.4252,-0.75,76,0.0,E,Europe/London,airport,4357
La Gomera Airport,La Gomera,Spain,GMZ,GCGM,28.029600143432614,-17.214599609375,716,0.0,E,Atlantic/Canary,airport,4358
Sherbro International Airport,Bonthe,Sierra Leone,BTE,GFBN,7.5324201583862305,-12.51889991760254,14,0.0,N,Africa/Freetown,airport,4359
Bo Airport,Bo,Sierra Leone,KBS,GFBO,7.944399833679199,-11.76099967956543,328,0.0,N,Africa/Freetown,airport,4360
Kenema Airport,Kenema,Sierra Leone,KEN,GFKE,7.8912901878356925,-11.176600456237791,485,0.0,N,Africa/Freetown,airport,4361
Osvaldo Vieira International Airport,Bissau,Guinea-Bissau,OXB,GGOV,11.894800186157228,-15.65369987487793,129,0.0,N,Africa/Bissau,airport,4362
Smara Airport,Smara,Western Sahara,SMW,GMMA,26.7318,-11.6847,350,0.0,N,Africa/El_Aaiun,airport,4363
Dakhla Airport,Dakhla,Western Sahara,VIL,GMMH,23.7183,-15.932,36,0.0,N,Africa/El_Aaiun,airport,4364
Mogador Airport,Essadouira,Morocco,ESU,GMMI,31.3974990845,-9.6816701889,384,0.0,N,Africa/Casablanca,airport,4365
Hassan I Airport,El Aaiún,Western Sahara,EUN,GMML,27.151699,-13.2192,207,0.0,N,Africa/El_Aaiun,airport,4366
Nador International Airport,El Aroui,Morocco,NDR,GMMW,34.988800048799995,-3.0282099247000005,574,0.0,N,Africa/Casablanca,airport,4367
Praia International Airport,"Praia, Santiago Island",Cape Verde,RAI,GVNP,14.924500465393065,-23.49349975585937,230,-1.0,U,Atlantic/Cape_Verde,airport,4368
São Filipe Airport,"Sao Filipe, Fogo Island",Cape Verde,SFL,GVSF,14.8850002289,-24.4799995422,617,-1.0,U,Atlantic/Cape_Verde,airport,4369
Baco Airport,Baco,Ethiopia,BCO,HABC,5.78287,36.562,4580,3.0,U,Africa/Addis_Ababa,airport,4370
Beica Airport,Beica,Ethiopia,BEI,HABE,9.38638973236084,34.521900177001946,5410,3.0,U,Africa/Addis_Ababa,airport,4371
Combolcha Airport,Dessie,Ethiopia,DSE,HADC,11.082500457763672,39.71139907836914,6117,3.0,U,Africa/Addis_Ababa,airport,4372
Dembidollo Airport,Dembidollo,Ethiopia,DEM,HADD,8.553999900817871,34.85800170898437,5200,3.0,U,Africa/Addis_Ababa,airport,4373
Gode Airport,Gode,Ethiopia,GDE,HAGO,5.935130119319999,43.5786018372,834,3.0,U,Africa/Addis_Ababa,airport,4374
Gore Airport,Gore,Ethiopia,GOR,HAGR,8.1614,35.5529,6580,3.0,U,Africa/Addis_Ababa,airport,4375
Kabri Dehar Airport,Kabri Dehar,Ethiopia,ABK,HAKD,6.734,44.252998,1800,3.0,U,Africa/Addis_Ababa,airport,4376
Mizan Teferi Airport,Mizan Teferi,Ethiopia,MTF,HAMT,6.9571,35.5547,4396,3.0,U,Africa/Addis_Ababa,airport,4377
Tippi Airport,Tippi,Ethiopia,TIE,HATP,7.2024,35.415,1100,3.0,U,Africa/Addis_Ababa,airport,4378
Alula Airport,Alula,Somalia,ALU,HCMA,11.9582,50.748000000000005,6,3.0,U,Africa/Mogadishu,airport,4379
Bosaso Airport,Bosaso,Somalia,BSA,HCMF,11.27530002593994,49.14939880371094,3,3.0,U,Africa/Mogadishu,airport,4380
Aden Adde International Airport,Mogadishu,Somalia,MGQ,HCMM,2.014440059661865,45.3046989440918,29,3.0,U,Africa/Mogadishu,airport,4381
Galcaio Airport,Galcaio,Somalia,GLK,HCMR,6.78082990646,47.45470047,975,3.0,U,Africa/Mogadishu,airport,4382
Burao Airport,Burao,Somalia,BUO,HCMV,9.5275,45.5549,3400,3.0,U,Africa/Mogadishu,airport,4383
El Arish International Airport,El Arish,Egypt,AAC,HEAR,31.073299408,33.8358001709,121,2.0,U,Africa/Cairo,airport,4384
Assiut International Airport,Asyut,Egypt,ATZ,HEAT,27.0464992523,31.0119991302,772,2.0,U,Africa/Cairo,airport,4385
Amboseli Airport,Amboseli National Park,Kenya,ASV,HKAM,-2.645050048828125,37.25310134887695,3755,3.0,U,Africa/Nairobi,airport,4386
Lokichoggio Airport,Lokichoggio,Kenya,LKG,HKLK,4.20412015914917,34.348201751708984,2074,3.0,U,Africa/Nairobi,airport,4387
Malindi Airport,Malindi,Kenya,MYD,HKML,-3.2293100357055664,40.10169982910156,80,3.0,U,Africa/Nairobi,airport,4388
Nanyuki Airport,Nanyuki,Kenya,NYK,HKNY,-0.06239889934659,37.04100799560547,6250,3.0,U,Africa/Nairobi,airport,4389
Gardabya Airport,Sirt,Libya,SRX,HLGD,31.0634994507,16.5949993134,267,2.0,N,Africa/Tripoli,airport,4390
Gamal Abdel Nasser Airport,Tobruk,Libya,TOB,HLGN,31.861,23.907,519,2.0,N,Africa/Tripoli,airport,4391
Mitiga Airport,Tripoli,Libya,MJI,HLLM,32.894100189208984,13.276000022888184,36,2.0,N,Africa/Tripoli,airport,4392
La Abraq Airport,Al Bayda',Libya,LAQ,HLLQ,32.78870010375977,21.96430015563965,2157,2.0,N,Africa/Tripoli,airport,4393
Atbara Airport,Atbara,Sudan,ATB,HSAT,17.710344314575195,34.057018280029304,1181,3.0,U,Africa/Khartoum,airport,4394
Nyala Airport,Nyala,Sudan,UYL,HSNN,12.053500175476074,24.95619964599609,2106,3.0,U,Africa/Khartoum,airport,4395
Port Sudan New International Airport,Port Sudan,Sudan,PZU,HSPN,19.4335994720459,37.23410034179688,135,3.0,U,Africa/Khartoum,airport,4396
Bukoba Airport,Bukoba,Tanzania,BKZ,HTBU,-1.332,31.8212,3784,3.0,U,Africa/Dar_es_Salaam,airport,4397
Kigoma Airport,Kigoma,Tanzania,TKQ,HTKA,-4.8862,29.6709,2700,3.0,U,Africa/Dar_es_Salaam,airport,4398
Lindi Airport,Lindi,Tanzania,LDI,HTLI,-9.85111,39.757801,100,3.0,U,Africa/Dar_es_Salaam,airport,4399
Musoma Airport,Musoma,Tanzania,MUZ,HTMU,-1.503,33.8021,3806,3.0,U,Africa/Dar_es_Salaam,airport,4400
Shinyanga Airport,Shinyanga,Tanzania,SHY,HTSY,-3.6093,33.5035,3800,3.0,U,Africa/Dar_es_Salaam,airport,4401
Tabora Airport,Tabora,Tanzania,TBO,HTTB,-5.076389789581299,32.833301544189446,3868,3.0,U,Africa/Dar_es_Salaam,airport,4402
Arua Airport,Arua,Uganda,RUA,HUAR,3.049999952316284,30.91699981689453,3951,3.0,U,Africa/Kampala,airport,4403
Gulu Airport,Gulu,Uganda,ULU,HUGU,2.805560111999512,32.271800994873054,3510,3.0,U,Africa/Kampala,airport,4404
Diu Airport,Diu,India,DIU,VA1P,20.71310043334961,70.92109680175781,31,5.5,N,Asia/Calcutta,airport,4405
Aberdeen Regional Airport,Aberdeen,United States,ABR,KABR,45.44910049438477,-98.42179870605467,1302,-6.0,A,America/Chicago,airport,4406
Southwest Georgia Regional Airport,Albany,United States,ABY,KABY,31.535499572753903,-84.19450378417969,197,-5.0,A,America/New_York,airport,4407
Athens Ben Epps Airport,Athens,United States,AHN,KAHN,33.94860076904297,-83.32630157470703,808,-5.0,A,America/New_York,airport,4408
Alamogordo White Sands Regional Airport,Alamogordo,United States,ALM,KALM,32.839900970500004,-105.990997314,4200,-7.0,A,America/Denver,airport,4409
Waterloo Regional Airport,Waterloo,United States,ALO,KALO,42.55709838867188,-92.40029907226562,873,-6.0,A,America/Chicago,airport,4410
Walla Walla Regional Airport,Walla Walla,United States,ALW,KALW,46.09489822,-118.288002,1194,-8.0,A,America/Los_Angeles,airport,4411
Alpena County Regional Airport,Alpena,United States,APN,KAPN,45.07809829999999,-83.56030273,690,-5.0,A,America/New_York,airport,4412
Watertown Regional Airport,Watertown,United States,ATY,KATY,44.91400146,-97.15470123,1749,-6.0,A,America/Chicago,airport,4413
Bradford Regional Airport,Bradford,United States,BFD,KBFD,41.8031005859375,-78.64009857177734,2143,-5.0,A,America/New_York,airport,4414
Western Neb. Rgnl/William B. Heilig Airport,Scottsbluff,United States,BFF,KBFF,41.87400055,-103.5960007,3967,-7.0,A,America/Denver,airport,4415
Raleigh County Memorial Airport,Beckley,United States,BKW,KBKW,37.7873001099,-81.1241989136,2504,-5.0,A,America/New_York,airport,4416
Brunswick Golden Isles Airport,Brunswick,United States,BQK,KBQK,31.2588005065918,-81.46649932861328,26,-5.0,A,America/New_York,airport,4417
Southeast Iowa Regional Airport,Burlington,United States,BRL,KBRL,40.783199310302734,-91.12550354003906,698,-6.0,A,America/Chicago,airport,4418
Jack Mc Namara Field Airport,Crescent City,United States,CEC,KCEC,41.78020096,-124.2369995,61,-8.0,A,America/Los_Angeles,airport,4419
Cape Girardeau Regional Airport,Cape Girardeau,United States,CGI,KCGI,37.22529983520508,-89.57080078125,342,-6.0,A,America/Chicago,airport,4420
Chippewa County International Airport,Sault Ste Marie,United States,CIU,KCIU,46.25080108642578,-84.47239685058594,800,-5.0,A,America/New_York,airport,4421
North Central West Virginia Airport,Clarksburg,United States,CKB,KCKB,39.2966003418,-80.2281036377,1217,-5.0,A,America/New_York,airport,4422
William R Fairchild International Airport,Port Angeles,United States,CLM,KCLM,48.12020111083984,-123.5,291,-8.0,A,America/Los_Angeles,airport,4423
Houghton County Memorial Airport,Hancock,United States,CMX,KCMX,47.16839981079102,-88.48909759521484,1095,-5.0,A,America/New_York,airport,4424
Dodge City Regional Airport,Dodge City,United States,DDC,KDDC,37.76340103149414,-99.9655990600586,2594,-6.0,A,America/Chicago,airport,4425
DuBois Regional Airport,Du Bois,United States,DUJ,KDUJ,41.17829895,-78.8986969,1817,-5.0,A,America/New_York,airport,4426
Chippewa Valley Regional Airport,Eau Claire,United States,EAU,KEAU,44.86579895019531,-91.48429870605467,913,-6.0,A,America/Chicago,airport,4427
Elko Regional Airport,Elko,United States,EKO,KEKO,40.82490158081055,-115.79199981689452,5140,-8.0,A,America/Los_Angeles,airport,4428
New Bedford Regional Airport,New Bedford,United States,EWB,KEWB,41.67610168457031,-70.95690155029297,80,-5.0,A,America/New_York,airport,4429
Fayetteville Regional Grannis Field,Fayetteville,United States,FAY,KFAY,34.9911994934082,-78.88030242919922,189,-5.0,A,America/New_York,airport,4430
Wokal Field Glasgow International Airport,Glasgow,United States,GGW,KGGW,48.212502,-106.614998,2296,-7.0,A,America/Denver,airport,4431
Central Nebraska Regional Airport,Grand Island,United States,GRI,KGRI,40.96749877929688,-98.30960083007812,1847,-6.0,A,America/Chicago,airport,4432
Memorial Field,Hot Springs,United States,HOT,KHOT,34.47800064086914,-93.09619903564452,540,-6.0,A,America/Chicago,airport,4433
Tri-State/Milton J. Ferguson Field,Huntington,United States,HTS,KHTS,38.36669922,-82.55799866,828,-5.0,A,America/New_York,airport,4434
Kili Airport,Kili Island,Marshall Islands,KIO,Q51,5.644515,169.119507,5,12.0,U,Pacific/Majuro,airport,4435
