,,,,,,AAC,ADG,TDG,1A,1B,2A,2B,3,4,5,6,# of TRUE,"Approach Speed
(Vref)","Wingspan, ft",Wingtip Configuration,"Length, ft","Tail Height, ft
(@ OEW)","Wheelbase, ft",Cockpit to Main Gear (CMG),"MGW
(Outer to Outer)",,,,,,,,,,,,,,,,,,
Last updated: 2023-02-07,,,,, Quick Manual Check (enter values in yellow cells) ,B,II,1B,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,120,55.00,,,,,25.00,12.00,,,,,,,,,,,,,,,,,,
Data not verified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,, Equations for TDG hidden columns J to R--> ,,,,,,,,,, <-- Equations for TDG hidden columns J to R ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From IACO,From TFMSC,,,,,,,,,,,,,
Date Completed,Manufacturer,ICAO Code,Model,Physical Class (Engine),# Engines,AAC,ADG,TDG,1A,1B,2A,2B,3,4,5,6,Only one TRUE?,"Approach Speed, Vref
(Vref = 1.3 * Vso)","Wingspan, ft",Wingtip Configuration,"Length, ft","Tail Height, ft
(@ OEW)","Wheelbase, ft",Cockpit to Main Gear (CMG),"MGW
(Outer to Outer)",MTOW,"Max Ramp
Max Taxi",Main Gear Config,Wake Category,ATCT Weight Class,Years Manufactured,Note,,,,,,,,,,,
,Hawker Beechcraft,H25B,"Hawker 800, 800XP (with winglets, formerly BAe/HS 125-700/800)",Jet,2,C,II,1B,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,125,54.33,winglets,51.17,18.08,21.04,21.04,11.17,"28,000","28,120",D,M,tbd,tbd,https://blog.wepushtin.com/blog/understanding-differences-hawker-800-series-aircraft/,,,,,,,,,,,
2018-Jan-26,Hawker Beechcraft,H25B,"Hawker 800, 800XP (without winglets, formerly BAe/HS 125-700/800)",Jet,2,C,II,1B,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,125,51.38,no winglets,51.17,18.08,21.04,21.04,11.17,"28,000","28,120",D,M,tbd,tbd,,,,,,,,,,,,
2022-Nov-17,Hawker Beechcraft,H25B,"Hawker 850XP (the 800XP with factory-installed winglets, interior updates)",Jet,2,C,II,1B,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,125,54.33,winglets,51.17,18.08,21.04,21.04,11.17,"28,000","28,120",D,M,Medium Commuter Eqpt,tbd,,,,,,,,,,,,
,Hawker Beechcraft,H25B,"Hawker 900XP (the 850XP with better engines, longer range)",Jet,2,C,II,1B,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,125,54.33,winglets,51.17,18.08,25.58,25.58,12.79,"28,000","28,120",D,M,tbd,,,,,,,,,,,,,
,Hawker Beechcraft,TEX2,T-6 Texan 2,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Hawker-Siddeley,A748,748,,,B,III,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,94,102.46,,,24.83,tbd,tbd,tbd,"46,500",,,,tbd,tbd,,,,,,,,,,,,
,Hawker-Siddeley,tbd,ARGOSY,,,C,III,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,123,115.00,,,27.00,tbd,tbd,tbd,"93,000",,,,tbd,tbd,,,,,,,,,,,,
,Hawker-Siddeley,tbd,ARGOSY,,,B,III,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,113,115.00,,,27.00,tbd,tbd,tbd,"97,000",,,,tbd,tbd,,,,,,,,,,,,
,Hawker-Siddeley,BUC,Buccaneer,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,M,tbd,tbd,,,,,,,,,,,,
,Hawker-Siddeley,DOVE,DH-104 Dove,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Hawker-Siddeley,HERN,DH-114 Heron,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Hawker-Siddeley,GNAT,Gnat,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Hawker-Siddeley,HAR,Harrier,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,M,tbd,tbd,,,,,,,,,,,,
,Hawker-Siddeley,HAWK,Hawk,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,M,tbd,tbd,,,,,,,,,,,,
,Hawker-Siddeley,tbd,HS 121 TRIDENT 1E,,,C,III,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,137,95.00,,,27.00,tbd,tbd,tbd,"135,500",,,,tbd,tbd,,,,,,,,,,,,
,Hawker-Siddeley,tbd,HS 121 TRIDENT 2E,,,C,III,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,138,98.00,,,27.00,tbd,tbd,tbd,"144,000",,,,tbd,tbd,,,,,,,,,,,,
,Hawker-Siddeley,tbd,HS 121 TRIDENT 3B,,,D,III,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,143,98.00,,,28.30,tbd,tbd,tbd,"150,000",,,,tbd,tbd,,,,,,,,,,,,
,Hawker-Siddeley,TRID,HS 121 Trident Super 3B,,,D,III,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,146,98.00,,,28.30,tbd,tbd,tbd,"158,000",,,,tbd,tbd,,,,,,,,,,,,
,Hawker-Siddeley,tbd,HS 125 SERIES 400A,,,C,I,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,124,47.00,,,16.50,tbd,tbd,tbd,"23,300",,,,tbd,tbd,,,,,,,,,,,,
,Hawker-Siddeley,tbd,HS 125 SERIES 600A,,,C,I,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,125,47.00,,,17.20,tbd,tbd,tbd,"25,000",,,,tbd,tbd,,,,,,,,,,,,
,Hawker-Siddeley,tbd,HS 125 SERIES 700A,,,C,I,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,125,47.00,,,17.60,tbd,tbd,tbd,"24,200",,,,tbd,tbd,,,,,,,,,,,,
,Hawker-Siddeley,A748,HS 780 ANDOVER C.MK.1,,,B,III,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,100,98.20,,,30.10,tbd,tbd,tbd,"50,000",,,,tbd,tbd,,,,,,,,,,,,
,Hawker-Siddeley,tbd,HS 801 NIMROD MR MK.2,,,C,III,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,125,114.80,,,29.70,tbd,tbd,tbd,"177,500",,,,tbd,tbd,,,,,,,,,,,,
,Hawker-Siddeley,TRID,HS-121 Trident,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,M,tbd,tbd,,,,,,,,,,,,
,Hawker-Siddeley,A748,HS-748 Andover,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,M,tbd,tbd,,,,,,,,,,,,
,Hawker-Siddeley,,Hunter F.6,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,,tbd,tbd,,,,,,,,,,,,
,Hawker-Siddeley,NIM,Nimrod,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,M,tbd,tbd,,,,,,,,,,,,
,HB-Flugtechnik,,HB-21,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,,tbd,tbd,,,,,,,,,,,,
,HB-Flugtechnik,,HB-23/2400 Hobbyliner,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,,tbd,tbd,,,,,,,,,,,,
,HB-Flugtechnik,,HB-3,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,,tbd,tbd,,,,,,,,,,,,
,Heinkel,H111,He-111,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,M,tbd,tbd,,,,,,,,,,,,
,Helio,COUR,Courier,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Helio,STLN,Stallion,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Helio,TCOU,Twin Courier,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Heliopolis,BU81,Gomhouria,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,HESA,A140,IRAN-140 Faraz,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,M,tbd,tbd,,,,,,,,,,,,
,HESA,BE33,Parastu,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,HESA,PC7,S-68,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,HESA,S278,Shahed 278,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,HFB,HF20,HFB-320 Hansa,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,M,tbd,tbd,,,,,,,,,,,,
,Hiller,UH12,OH-23 Raven,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Hiller,H12T,UH-12ET,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Hirth,HI27,Hi-27 Acrostar,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Hispano,S223,223 Flamingo,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Hispano,ME09,HA-1112 Buchon,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Hispano,SATA,HA-200 Saeta,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Hispano,SATA,HA-220 Super Saeta,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
2023-Jan-24,Honda,HDJT,HA-420 Honda Jet,Jet,2,B,I,1A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,108,39.76,winglets,42.62,14.90,20.00,20.00,10.00,"10,600","10,680",S,L,tbd,tbd,"Comparable to M2, Mustang, Phenom 100",,,,,,,,,,,
,Howard Aircraft Corp.,,DGA-15,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,,tbd,tbd,,,,,,,,,,,,
,Hughes,H269,269,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Hughes,H269,300,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Hughes,H500,369,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Hughes,H500,500,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Hughes,H64,77 Apache,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,M,tbd,tbd,,,,,,,,,,,,
,Hughes,H64,AH-64 Apache,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,M,tbd,tbd,,,,,,,,,,,,
,Hughes,H500,OH-6 Cayuse,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Hughes,H269,TH-55 Osage,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Hughes/Schweizer,,Schweizer 300C,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,,tbd,tbd,,,,,,,,,,,,
,Hunting,PPRO,P-56 Provost,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Hunting,PEMB,P-66 Pembroke,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Hunting,JPRO,P-84 Jet Provost,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Hunting Percival,PPRO,P-56 Provost,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Hunting Percival,PEMB,P-66 Pembroke,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Hunting Percival,JPRO,P-84 Jet Provost,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,IAR,PUMA,IAR-330 Puma,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,IAR,IR46,IAR-46,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,IAR,YURO,IAR-93 / J-22 Orao,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,M,tbd,tbd,,,,,,,,,,,,
,IAR,IS28,IS-28M2,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Ibis,A270,Ae-270 Ibis,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
2017-Oct-24,Icon Aircraft,tbd,A5 Amphibious Light Sport (S-LSA),Piston,1,A,I,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,59,34.80,wings fold to tow,23.00,8.10,tbd,tbd,tbd,"1,510","1,510",S,,tbd,tbd,,,,,,,,,,,,
,Ilyushin,I103,Il-103,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Ilyushin,I114,Il-114,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,M,tbd,tbd,,,,,,,,,,,,
,Ilyushin,tbd,IL-12,,,A,III,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,78,104.00,,,30.50,tbd,tbd,tbd,"38,000",,,,tbd,tbd,,,,,,,,,,,,
,Ilyushin,IL14,Il-14,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,M,tbd,tbd,,,,,,,,,,,,
,Ilyushin,IL18,IL-18,,,B,IV,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,103,122.70,,,33.30,tbd,tbd,tbd,"134,640",,,,tbd,tbd,,,,,,,,,,,,
,Ilyushin,IL18,Il-18,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,M,tbd,tbd,,,,,,,,,,,,
,Ilyushin,IL18,Il-20,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,M,tbd,tbd,,,,,,,,,,,,
,Ilyushin,IL18,Il-22 Zebra,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,M,tbd,tbd,,,,,,,,,,,,
,Ilyushin,IL18,Il-24,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,M,tbd,tbd,,,,,,,,,,,,
,Ilyushin,IL28,Il-28,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,M,tbd,tbd,,,,,,,,,,,,
,Ilyushin,IL38,Il-38,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,M,tbd,tbd,,,,,,,,,,,,
,Ilyushin,IL62,IL-62,,,D,IV,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,152,141.80,,,40.50,tbd,tbd,tbd,"363,760",,,H,tbd,tbd,,,,,,,,,,,,
,Ilyushin,IL76,IL-76,,,B,IV,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,119,165.70,,,48.40,tbd,tbd,tbd,"374,785",,,H,tbd,tbd,,,,,,,,,,,,
,Ilyushin,IL76,Il-78,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,H,tbd,tbd,,,,,,,,,,,,
,Ilyushin,IL76,Il-82,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,H,tbd,tbd,,,,,,,,,,,,
,Ilyushin,IL86,IL-86,,,D,IV,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,141,157.70,,,51.80,tbd,tbd,tbd,"454,150",,,H,tbd,tbd,,,,,,,,,,,,
,Ilyushin,IL86,Il-87,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,H,tbd,tbd,,,,,,,,,,,,
,Ilyushin,IL96,Il-96,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,H,tbd,tbd,,,,,,,,,,,,
2018-Jul-3,Israel Aircraft Industries (IAI),JCOM,1121A Jet Commander,Jet,2,C,I,1B,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,129,44.79,no winglets,55.58,15.79,tbd,25.00,12.00,"17,500","17,800",S,M,tbd,tbd,,,,,,,,,,,,
2018-Jul-3,Israel Aircraft Industries (IAI),JCOM,1121B Commodore,Jet,2,C,I,1B,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,129,44.79,no winglets,55.58,15.79,tbd,25.00,12.00,"17,500","17,800",S,M,tbd,tbd,,,,,,,,,,,,
2016-Sep-6,Israel Aircraft Industries (IAI),WW23,1123 Westwind,Jet,2,C,I,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,129,44.79,tip tanks,52.25,15.79,tbd,tbd,tbd,"20,700","21,000",S,M,tbd,tbd,,,,,,,,,,,,
2016-Sep-6,Israel Aircraft Industries (IAI),WW24,1124 Westwind I,Jet,2,C,I,1B,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,129,44.79,tip tanks,52.25,15.79,tbd,23.00,12.00,"23,500","23,650",S,M,Medium Commuter Eqpt,tbd,,,,,,,,,,,,
2016-Sep-6,Israel Aircraft Industries (IAI),WW24,1124A Westwind II,Jet,2,C,I,1B,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,129,44.79,winglets on tip tanks,52.25,15.79,tbd,23.00,12.00,"23,500","23,650",S,M,Medium Commuter Eqpt,tbd,,,,,,,,,,,,
2016-Sep-6,Israel Aircraft Industries (IAI),ASTR,1125 Astra,Jet,2,C,II,1B,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,125,52.67,no winglets,55.58,18.17,tbd,25.00,12.00,"23,500","23,650",D,M,Medium Commuter Eqpt,tbd,,,,,,,,,,,,
2016-Sep-6,Israel Aircraft Industries (IAI),ASTR,1125 Astra Galaxy,Jet,2,C,II,1B,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,125,58.08,winglets,62.25,21.42,tbd,28.00,12.00,"35,650","35,800",D,M,tbd,tbd,,,,,,,,,,,,
2016-Sep-6,Israel Aircraft Industries (IAI),ASTR,1125 Astra SP and SPX,Jet,2,C,II,1B,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,125,54.58,winglets,55.58,18.17,tbd,25.00,12.00,"24,650","24,800",D,M,tbd,tbd,,,,,,,,,,,,
,Israel Aircraft Industries (IAI),ARVA,Arava 101/201,Turboprop,,A,II,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,81,68.80,,,17.10,tbd,tbd,tbd,"15,000",,,L,tbd,tbd,,,,,,,,,,,,
,Israel Aircraft Industries (IAI),MIRA,Dagger,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,M,tbd,tbd,,,,,,,,,,,,
,Israel Aircraft Industries (IAI),KFIR,Kfir (Lion Cub),,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,M,tbd,tbd,,,,,,,,,,,,
,Israel Aircraft Industries (IAI),S2T,S-2UP Turbo Tracker,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,M,tbd,tbd,,,,,,,,,,,,
2016-Sep-6,Israel Aircraft Industries (IAI) but originally Aero Commander's 1121 Jet Commander,JCOM,1121 Jet Commander,Jet,2,C,I,1B,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,129,44.79,no winglets,55.58,15.79,tbd,25.00,12.00,"16,800","17,100",D,M,tbd,tbd,,,,,,,,,,,,
2017-Dec-21,Issoire Aviation,tbd,"APM 20 Lionceau (Lion cub), APM 21 Lion",Piston,1,A,I,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,57,28.42,no winglets,21.65,7.88,tbd,tbd,tbd,"1,366",same as MTOW?,S,,tbd,tbd,,,,,,,,,,,,
,Jabiru Aircraft,,J430,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,,tbd,tbd,,,,,,,,,,,,
,JAI,CH2T,CH-2000 Sama,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
